cbsd_id,secondary_user_type,target_band,location,data_type,start_time,duration
5044,ordinary,n1,"37.211525,-80.445081",emergency,4045,7
5045,government,n1,"37.231585,-80.416258",voice,4049,7
5046,educational,n3,"37.231585,-80.416258",emergency,4053,8
5047,educational,n3,"37.231585,-80.416258",video,4049,5
5048,ordinary,n5,"37.227279,-80.421665",video,4055,10
5049,educational,n5,"37.211525,-80.445081",video,4058,10
5050,emergency,n5,"37.231585,-80.416258",video,4051,5
5051,scientific,n5,"37.211525,-80.445081",video,4053,6
5052,government,n4,"37.211525,-80.445081",video,4056,5
5053,educational,n4,"37.227279,-80.421665",video,4059,10
5054,ordinary,n4,"37.231585,-80.416258",video,4055,10
5055,educational,n5,"37.231585,-80.416258",video,4057,7
5056,educational,n4,"37.227279,-80.421665",voice,4060,5
5057,emergency,n1,"37.227279,-80.421665",video,4058,6
5058,scientific,n3,"37.227279,-80.421665",data,4062,7
5059,ordinary,n2,"37.211525,-80.445081",emergency,4059,6
5060,emergency,n3,"37.211525,-80.445081",data,4063,5
5061,scientific,n5,"37.227279,-80.421665",video,4066,6
5062,scientific,n3,"37.231585,-80.416258",data,4070,10
5063,scientific,n5,"37.211525,-80.445081",voice,4065,8
5064,scientific,n2,"37.231585,-80.416258",video,4066,8
5065,scientific,n3,"37.231585,-80.416258",emergency,4070,6
5066,educational,n2,"37.211525,-80.445081",video,4071,9
5067,government,n4,"37.227279,-80.421665",data,4073,8
5068,government,n4,"37.227279,-80.421665",video,4070,6
5069,ordinary,n1,"37.211525,-80.445081",data,4070,9
5070,educational,n2,"37.231585,-80.416258",video,4078,10
5071,ordinary,n3,"37.227279,-80.421665",emergency,4076,7
5072,emergency,n3,"37.227279,-80.421665",video,4074,8
5073,educational,n3,"37.227279,-80.421665",data,4075,6
5074,emergency,n1,"37.231585,-80.416258",data,4075,6
5075,government,n4,"37.211525,-80.445081",data,4080,7
5076,ordinary,n4,"37.227279,-80.421665",video,4076,6
5077,scientific,n3,"37.211525,-80.445081",emergency,4081,10
5078,emergency,n3,"37.211525,-80.445081",voice,4081,5
5079,government,n2,"37.231585,-80.416258",voice,4083,8
5080,scientific,n4,"37.227279,-80.421665",video,4080,5
5081,emergency,n2,"37.211525,-80.445081",emergency,4086,10
5082,ordinary,n4,"37.231585,-80.416258",data,4086,9
5083,scientific,n1,"37.231585,-80.416258",emergency,4084,7
5084,government,n3,"37.231585,-80.416258",video,4085,5
5085,government,n3,"37.231585,-80.416258",video,4087,5
5086,educational,n1,"37.227279,-80.421665",voice,4088,6
5087,scientific,n1,"37.211525,-80.445081",emergency,4090,6
5088,ordinary,n1,"37.227279,-80.421665",emergency,4094,10
5089,ordinary,n2,"37.211525,-80.445081",video,4094,7
5090,educational,n5,"37.227279,-80.421665",emergency,4094,5
5091,ordinary,n1,"37.211525,-80.445081",voice,4093,5
5092,government,n3,"37.227279,-80.421665",data,4096,6
5093,government,n2,"37.231585,-80.416258",data,4094,7
5094,ordinary,n4,"37.231585,-80.416258",emergency,4097,6
5095,emergency,n2,"37.211525,-80.445081",data,4096,5
5096,scientific,n2,"37.211525,-80.445081",data,4100,10
5097,emergency,n1,"37.211525,-80.445081",emergency,4097,6
5098,government,n4,"37.231585,-80.416258",video,4101,5
5099,emergency,n5,"37.231585,-80.416258",emergency,4099,9
5100,government,n2,"37.227279,-80.421665",voice,4101,8
5101,scientific,n4,"37.231585,-80.416258",emergency,4105,5
5102,government,n1,"37.227279,-80.421665",data,4102,6
5103,emergency,n2,"37.231585,-80.416258",voice,4103,5
5104,scientific,n1,"37.231585,-80.416258",data,4108,5
5105,educational,n3,"37.211525,-80.445081",video,4108,8
5106,government,n4,"37.211525,-80.445081",voice,4109,5
5107,emergency,n2,"37.211525,-80.445081",video,4111,5
5108,emergency,n1,"37.231585,-80.416258",emergency,4112,5
5109,ordinary,n1,"37.211525,-80.445081",voice,4111,6
5110,ordinary,n1,"37.231585,-80.416258",video,4117,9
5111,government,n1,"37.211525,-80.445081",emergency,4114,10
5112,emergency,n1,"37.227279,-80.421665",voice,4116,8
5113,emergency,n5,"37.211525,-80.445081",emergency,4119,10
5114,scientific,n4,"37.211525,-80.445081",data,4114,8
5115,emergency,n1,"37.231585,-80.416258",voice,4115,8
5116,educational,n4,"37.231585,-80.416258",video,4119,8
5117,ordinary,n5,"37.211525,-80.445081",emergency,4117,7
5118,ordinary,n2,"37.211525,-80.445081",emergency,4120,5
5119,educational,n4,"37.211525,-80.445081",data,4126,9
5120,scientific,n3,"37.231585,-80.416258",video,4120,7
5121,government,n3,"37.227279,-80.421665",emergency,4121,5
5122,government,n5,"37.231585,-80.416258",data,4126,6
5123,ordinary,n1,"37.227279,-80.421665",emergency,4123,5
5124,educational,n2,"37.211525,-80.445081",video,4126,6
5125,ordinary,n3,"37.231585,-80.416258",emergency,4125,8
5126,scientific,n5,"37.211525,-80.445081",data,4128,7
5127,scientific,n5,"37.227279,-80.421665",video,4130,6
5128,government,n4,"37.227279,-80.421665",data,4133,8
5129,scientific,n3,"37.211525,-80.445081",video,4137,10
5130,ordinary,n2,"37.227279,-80.421665",voice,4136,7
5131,scientific,n1,"37.227279,-80.421665",emergency,4136,6
5132,government,n5,"37.227279,-80.421665",video,4134,10
5133,ordinary,n4,"37.211525,-80.445081",data,4134,5
5134,ordinary,n5,"37.211525,-80.445081",voice,4138,5
5135,emergency,n4,"37.231585,-80.416258",emergency,4136,8
5136,scientific,n5,"37.227279,-80.421665",voice,4141,10
5137,educational,n1,"37.227279,-80.421665",voice,4142,9
5138,educational,n4,"37.231585,-80.416258",voice,4143,6
5139,ordinary,n3,"37.211525,-80.445081",emergency,4139,5
5140,emergency,n3,"37.211525,-80.445081",voice,4141,8
5141,emergency,n1,"37.231585,-80.416258",voice,4145,5
5142,government,n1,"37.211525,-80.445081",video,4150,9
5143,government,n4,"37.227279,-80.421665",emergency,4148,8
5144,government,n4,"37.211525,-80.445081",voice,4146,8
5145,government,n4,"37.231585,-80.416258",video,4146,9
5146,emergency,n1,"37.227279,-80.421665",voice,4147,5
5147,educational,n5,"37.227279,-80.421665",video,4154,10
5148,scientific,n1,"37.227279,-80.421665",data,4151,6
5149,scientific,n5,"37.227279,-80.421665",emergency,4149,5
5150,emergency,n2,"37.227279,-80.421665",voice,4158,10
5151,government,n3,"37.211525,-80.445081",voice,4152,5
5152,ordinary,n2,"37.231585,-80.416258",voice,4158,7
5153,scientific,n2,"37.211525,-80.445081",emergency,4153,9
5154,scientific,n5,"37.231585,-80.416258",emergency,4154,5
5155,educational,n2,"37.227279,-80.421665",video,4161,8
5156,emergency,n1,"37.231585,-80.416258",voice,4161,10
5157,educational,n4,"37.227279,-80.421665",data,4158,8
5158,government,n4,"37.227279,-80.421665",data,4158,10
5159,government,n3,"37.231585,-80.416258",data,4160,9
5160,educational,n1,"37.231585,-80.416258",voice,4164,8
5161,ordinary,n1,"37.227279,-80.421665",video,4166,8
5162,ordinary,n4,"37.227279,-80.421665",data,4162,7
5163,ordinary,n2,"37.231585,-80.416258",data,4167,5
5164,emergency,n2,"37.227279,-80.421665",emergency,4169,9
5165,educational,n2,"37.211525,-80.445081",emergency,4166,5
5166,government,n3,"37.211525,-80.445081",voice,4169,10
5167,educational,n5,"37.231585,-80.416258",data,4172,6
5168,scientific,n3,"37.211525,-80.445081",voice,4170,9
5169,government,n4,"37.211525,-80.445081",video,4173,9
5170,emergency,n1,"37.227279,-80.421665",data,4175,7
5171,ordinary,n5,"37.227279,-80.421665",video,4172,6
5172,educational,n2,"37.227279,-80.421665",emergency,4173,7
5173,emergency,n1,"37.227279,-80.421665",video,4176,5
5174,government,n2,"37.227279,-80.421665",data,4174,8
5175,government,n5,"37.211525,-80.445081",data,4177,5
5176,emergency,n2,"37.231585,-80.416258",data,4178,5
5177,educational,n1,"37.227279,-80.421665",emergency,4181,9
5178,government,n5,"37.231585,-80.416258",emergency,4186,9
5179,ordinary,n3,"37.231585,-80.416258",emergency,4179,5
5180,emergency,n5,"37.211525,-80.445081",video,4185,7
5181,educational,n3,"37.227279,-80.421665",data,4184,7
5182,educational,n2,"37.231585,-80.416258",video,4188,9
5183,ordinary,n4,"37.231585,-80.416258",emergency,4184,6
5184,ordinary,n1,"37.231585,-80.416258",video,4190,7
5185,government,n2,"37.231585,-80.416258",emergency,4189,5
5186,ordinary,n1,"37.227279,-80.421665",video,4187,10
5187,ordinary,n2,"37.231585,-80.416258",emergency,4192,10
5188,educational,n3,"37.211525,-80.445081",video,4191,5
5189,emergency,n3,"37.227279,-80.421665",video,4189,9
5190,educational,n1,"37.211525,-80.445081",data,4195,9
5191,ordinary,n2,"37.211525,-80.445081",data,4191,6
5192,government,n3,"37.211525,-80.445081",emergency,4192,8
5193,ordinary,n2,"37.211525,-80.445081",video,4198,7
5194,emergency,n5,"37.231585,-80.416258",emergency,4194,6
5195,government,n3,"37.227279,-80.421665",voice,4196,6
5196,emergency,n5,"37.231585,-80.416258",video,4197,5
5197,educational,n4,"37.231585,-80.416258",voice,4200,8
5198,emergency,n4,"37.211525,-80.445081",voice,4200,9
5199,government,n5,"37.211525,-80.445081",video,4199,6
5200,ordinary,n4,"37.227279,-80.421665",voice,4202,7
5201,scientific,n3,"37.211525,-80.445081",emergency,4202,5
5202,government,n3,"37.231585,-80.416258",emergency,4207,8
5203,educational,n5,"37.231585,-80.416258",video,4206,5
5204,educational,n4,"37.211525,-80.445081",emergency,4210,9
5205,educational,n4,"37.227279,-80.421665",voice,4205,9
5206,scientific,n3,"37.211525,-80.445081",emergency,4213,10
5207,educational,n1,"37.231585,-80.416258",voice,4211,5
5208,scientific,n3,"37.211525,-80.445081",video,4208,9
5209,government,n5,"37.227279,-80.421665",video,4213,6
5210,scientific,n2,"37.227279,-80.421665",emergency,4218,10
5211,educational,n2,"37.231585,-80.416258",voice,4215,10
5212,educational,n2,"37.211525,-80.445081",voice,4217,9
5213,educational,n4,"37.231585,-80.416258",voice,4214,5
5214,emergency,n3,"37.231585,-80.416258",video,4219,10
5215,educational,n5,"37.211525,-80.445081",data,4218,10
5216,emergency,n2,"37.231585,-80.416258",data,4218,10
5217,ordinary,n2,"37.231585,-80.416258",data,4224,10
5218,emergency,n1,"37.231585,-80.416258",emergency,4222,7
5219,educational,n3,"37.211525,-80.445081",video,4225,7
5220,educational,n3,"37.231585,-80.416258",data,4221,5
5221,educational,n4,"37.231585,-80.416258",voice,4229,10
5222,emergency,n4,"37.231585,-80.416258",data,4224,5
5223,emergency,n1,"37.211525,-80.445081",video,4229,8
5224,educational,n4,"37.211525,-80.445081",emergency,4231,10
5225,government,n1,"37.231585,-80.416258",emergency,4229,5
5226,scientific,n1,"37.211525,-80.445081",emergency,4226,6
5227,ordinary,n3,"37.211525,-80.445081",voice,4229,10
5228,ordinary,n4,"37.231585,-80.416258",data,4230,9
5229,ordinary,n4,"37.211525,-80.445081",voice,4229,5
5230,scientific,n4,"37.211525,-80.445081",emergency,4230,9
5231,ordinary,n1,"37.227279,-80.421665",video,4234,6
5232,emergency,n3,"37.211525,-80.445081",video,4237,7
5233,scientific,n2,"37.227279,-80.421665",video,4235,8
5234,government,n4,"37.231585,-80.416258",voice,4237,5
5235,government,n1,"37.231585,-80.416258",data,4235,6
5236,ordinary,n5,"37.231585,-80.416258",data,4238,5
5237,educational,n1,"37.211525,-80.445081",voice,4237,5
5238,ordinary,n2,"37.231585,-80.416258",voice,4240,7
5239,emergency,n3,"37.231585,-80.416258",voice,4239,7
5240,ordinary,n1,"37.227279,-80.421665",data,4240,6
5241,ordinary,n1,"37.231585,-80.416258",emergency,4243,5
5242,scientific,n1,"37.227279,-80.421665",emergency,4249,10
5243,emergency,n1,"37.231585,-80.416258",video,4249,8
5244,ordinary,n4,"37.231585,-80.416258",data,4247,9
5245,government,n3,"37.211525,-80.445081",data,4245,7
5246,scientific,n5,"37.211525,-80.445081",voice,4246,9
5247,emergency,n1,"37.211525,-80.445081",data,4248,8
5248,ordinary,n4,"37.227279,-80.421665",emergency,4253,6
5249,emergency,n4,"37.211525,-80.445081",video,4250,10
5250,emergency,n5,"37.211525,-80.445081",video,4256,9
5251,educational,n3,"37.231585,-80.416258",emergency,4260,10
5252,government,n3,"37.227279,-80.421665",data,4256,7
5253,government,n2,"37.227279,-80.421665",data,4254,10
5254,educational,n1,"37.231585,-80.416258",video,4258,5
5255,scientific,n2,"37.231585,-80.416258",video,4263,10
5256,government,n2,"37.211525,-80.445081",emergency,4260,10
5257,government,n4,"37.227279,-80.421665",data,4265,10
5258,educational,n4,"37.211525,-80.445081",voice,4264,8
5259,educational,n4,"37.227279,-80.421665",voice,4263,5
5260,emergency,n5,"37.211525,-80.445081",voice,4265,6
5261,emergency,n5,"37.231585,-80.416258",video,4261,9
5262,government,n1,"37.227279,-80.421665",video,4263,7
5263,scientific,n5,"37.231585,-80.416258",voice,4270,8
5264,educational,n1,"37.211525,-80.445081",video,4268,10
5265,scientific,n5,"37.231585,-80.416258",video,4268,7
5266,ordinary,n4,"37.227279,-80.421665",video,4269,10
5267,government,n5,"37.227279,-80.421665",emergency,4268,6
5268,government,n1,"37.227279,-80.421665",emergency,4271,8
5269,ordinary,n3,"37.211525,-80.445081",voice,4276,9
5270,emergency,n1,"37.231585,-80.416258",video,4273,8
5271,ordinary,n3,"37.211525,-80.445081",data,4277,8
5272,scientific,n5,"37.227279,-80.421665",voice,4277,9
5273,emergency,n4,"37.231585,-80.416258",data,4281,9
5274,ordinary,n1,"37.231585,-80.416258",voice,4276,10
5275,emergency,n3,"37.227279,-80.421665",video,4281,9
5276,scientific,n4,"37.231585,-80.416258",data,4276,6
5277,educational,n4,"37.227279,-80.421665",voice,4277,8
5278,emergency,n5,"37.231585,-80.416258",video,4286,10
5279,government,n3,"37.231585,-80.416258",emergency,4286,10
5280,scientific,n2,"37.231585,-80.416258",voice,4289,10
5281,scientific,n1,"37.231585,-80.416258",emergency,4281,7
5282,government,n3,"37.211525,-80.445081",emergency,4283,8
5283,educational,n4,"37.211525,-80.445081",emergency,4286,6
5284,emergency,n3,"37.211525,-80.445081",video,4292,10
5285,government,n4,"37.231585,-80.416258",video,4285,7
5286,emergency,n5,"37.231585,-80.416258",voice,4286,5
5287,scientific,n2,"37.231585,-80.416258",voice,4289,5
5288,government,n4,"37.227279,-80.421665",emergency,4289,9
5289,educational,n4,"37.227279,-80.421665",data,4292,8
5290,educational,n1,"37.211525,-80.445081",video,4296,8
5291,emergency,n3,"37.231585,-80.416258",data,4294,6
5292,scientific,n3,"37.227279,-80.421665",video,4295,9
5293,emergency,n5,"37.211525,-80.445081",video,4300,10
5294,scientific,n2,"37.231585,-80.416258",emergency,4296,9
5295,government,n3,"37.211525,-80.445081",video,4300,6
5296,ordinary,n3,"37.231585,-80.416258",emergency,4297,10
5297,government,n2,"37.211525,-80.445081",video,4300,6
5298,government,n5,"37.227279,-80.421665",data,4298,9
5299,ordinary,n4,"37.211525,-80.445081",video,4302,8
5300,emergency,n2,"37.231585,-80.416258",emergency,4304,5
5301,government,n2,"37.227279,-80.421665",emergency,4304,10
5302,emergency,n2,"37.211525,-80.445081",emergency,4305,6
5303,government,n2,"37.211525,-80.445081",video,4303,5
5304,scientific,n2,"37.231585,-80.416258",video,4307,5
5305,emergency,n1,"37.211525,-80.445081",voice,4314,10
5306,educational,n4,"37.211525,-80.445081",data,4307,5
5307,emergency,n3,"37.227279,-80.421665",emergency,4308,6
5308,government,n1,"37.231585,-80.416258",voice,4311,8
5309,government,n4,"37.227279,-80.421665",emergency,4315,7
5310,ordinary,n2,"37.231585,-80.416258",voice,4313,7
5311,emergency,n4,"37.211525,-80.445081",voice,4315,8
5312,government,n1,"37.211525,-80.445081",emergency,4316,10
5313,educational,n2,"37.211525,-80.445081",video,4313,6
5314,scientific,n5,"37.231585,-80.416258",voice,4322,9
5315,emergency,n5,"37.211525,-80.445081",video,4318,9
5316,scientific,n2,"37.231585,-80.416258",data,4317,7
5317,ordinary,n5,"37.231585,-80.416258",emergency,4320,6
5318,ordinary,n5,"37.231585,-80.416258",emergency,4318,7
5319,emergency,n5,"37.231585,-80.416258",data,4322,7
5320,government,n4,"37.211525,-80.445081",data,4320,10
5321,ordinary,n2,"37.227279,-80.421665",data,4328,8
5322,ordinary,n3,"37.211525,-80.445081",voice,4325,5
5323,government,n1,"37.231585,-80.416258",video,4323,6
5324,government,n5,"37.231585,-80.416258",video,4327,10
5325,scientific,n5,"37.211525,-80.445081",video,4329,8
5326,ordinary,n3,"37.231585,-80.416258",emergency,4330,7
5327,educational,n2,"37.227279,-80.421665",video,4331,6
5328,scientific,n5,"37.211525,-80.445081",data,4330,9
5329,ordinary,n1,"37.231585,-80.416258",data,4334,9
5330,government,n5,"37.231585,-80.416258",data,4330,9
5331,government,n5,"37.231585,-80.416258",emergency,4340,10
5332,scientific,n3,"37.231585,-80.416258",emergency,4333,10
5333,emergency,n5,"37.211525,-80.445081",data,4338,7
5334,emergency,n1,"37.227279,-80.421665",video,4337,10
5335,emergency,n1,"37.211525,-80.445081",video,4337,6
5336,government,n3,"37.211525,-80.445081",video,4341,10
5337,government,n2,"37.211525,-80.445081",video,4338,9
5338,government,n2,"37.227279,-80.421665",voice,4342,5
5339,emergency,n4,"37.211525,-80.445081",video,4345,9
5340,scientific,n3,"37.227279,-80.421665",emergency,4341,6
5341,scientific,n3,"37.227279,-80.421665",video,4345,7
5342,educational,n5,"37.227279,-80.421665",emergency,4346,7
5343,educational,n3,"37.211525,-80.445081",data,4344,8
5344,ordinary,n4,"37.227279,-80.421665",video,4345,5
5345,government,n2,"37.227279,-80.421665",voice,4350,6
5346,ordinary,n4,"37.227279,-80.421665",voice,4349,8
5347,emergency,n2,"37.211525,-80.445081",data,4353,7
5348,government,n5,"37.231585,-80.416258",data,4348,10
5349,scientific,n5,"37.211525,-80.445081",video,4355,9
5350,scientific,n2,"37.211525,-80.445081",data,4353,6
5351,government,n5,"37.211525,-80.445081",emergency,4353,7
5352,ordinary,n4,"37.211525,-80.445081",data,4353,6
5353,scientific,n3,"37.227279,-80.421665",emergency,4355,5
5354,educational,n3,"37.227279,-80.421665",voice,4361,10
5355,ordinary,n3,"37.211525,-80.445081",video,4357,6
5356,emergency,n3,"37.227279,-80.421665",data,4361,6
5357,government,n2,"37.227279,-80.421665",data,4365,10
5358,emergency,n1,"37.211525,-80.445081",voice,4359,6
5359,scientific,n1,"37.227279,-80.421665",voice,4359,7
5360,ordinary,n4,"37.231585,-80.416258",emergency,4368,10
5361,educational,n4,"37.211525,-80.445081",data,4361,6
5362,government,n2,"37.231585,-80.416258",voice,4367,10
5363,government,n5,"37.211525,-80.445081",data,4371,9
5364,emergency,n5,"37.227279,-80.421665",emergency,4364,10
5365,government,n2,"37.227279,-80.421665",emergency,4367,7
5366,ordinary,n4,"37.231585,-80.416258",video,4366,6
5367,scientific,n5,"37.231585,-80.416258",voice,4371,10
5368,government,n4,"37.227279,-80.421665",data,4374,9
5369,scientific,n1,"37.211525,-80.445081",emergency,4374,8
5370,ordinary,n5,"37.211525,-80.445081",emergency,4371,5
5371,government,n3,"37.231585,-80.416258",emergency,4375,7
5372,scientific,n5,"37.227279,-80.421665",video,4375,9
5373,emergency,n3,"37.227279,-80.421665",data,4376,7
5374,ordinary,n5,"37.231585,-80.416258",data,4378,5
5375,emergency,n5,"37.227279,-80.421665",video,4381,8
5376,scientific,n5,"37.211525,-80.445081",emergency,4379,6
5377,government,n2,"37.211525,-80.445081",emergency,4379,10
5378,emergency,n2,"37.211525,-80.445081",video,4385,10
5379,emergency,n4,"37.231585,-80.416258",video,4381,8
5380,scientific,n1,"37.231585,-80.416258",voice,4387,8
5381,scientific,n5,"37.227279,-80.421665",data,4386,7
5382,scientific,n1,"37.211525,-80.445081",video,4388,7
5383,ordinary,n2,"37.211525,-80.445081",video,4385,9
5384,educational,n2,"37.227279,-80.421665",data,4392,10
5385,government,n4,"37.231585,-80.416258",emergency,4391,10
5386,ordinary,n4,"37.227279,-80.421665",voice,4386,5
5387,educational,n4,"37.227279,-80.421665",data,4390,8
5388,emergency,n1,"37.231585,-80.416258",voice,4390,8
5389,emergency,n4,"37.227279,-80.421665",voice,4392,8
5390,scientific,n2,"37.227279,-80.421665",emergency,4393,5
5391,scientific,n1,"37.227279,-80.421665",voice,4392,5
5392,scientific,n3,"37.231585,-80.416258",voice,4392,8
5393,scientific,n2,"37.231585,-80.416258",video,4400,8
5394,emergency,n3,"37.211525,-80.445081",video,4397,6
5395,educational,n2,"37.227279,-80.421665",emergency,4401,9
5396,educational,n4,"37.231585,-80.416258",voice,4397,5
5397,government,n2,"37.231585,-80.416258",voice,4401,8
5398,emergency,n5,"37.227279,-80.421665",voice,4403,6
5399,emergency,n1,"37.227279,-80.421665",data,4406,10
5400,emergency,n5,"37.231585,-80.416258",voice,4406,8
5401,government,n5,"37.227279,-80.421665",voice,4404,7
5402,educational,n3,"37.231585,-80.416258",voice,4403,9
5403,emergency,n2,"37.227279,-80.421665",video,4407,5
5404,ordinary,n1,"37.211525,-80.445081",video,4404,5
5405,emergency,n3,"37.211525,-80.445081",data,4408,9
5406,educational,n2,"37.231585,-80.416258",emergency,4407,7
5407,ordinary,n3,"37.211525,-80.445081",video,4407,7
5408,ordinary,n2,"37.211525,-80.445081",video,4414,8
5409,educational,n2,"37.231585,-80.416258",video,4411,6
5410,emergency,n4,"37.211525,-80.445081",emergency,4413,8
5411,educational,n5,"37.227279,-80.421665",emergency,4417,7
5412,scientific,n4,"37.231585,-80.416258",emergency,4415,5
5413,ordinary,n5,"37.211525,-80.445081",emergency,4413,10
5414,scientific,n1,"37.227279,-80.421665",emergency,4422,9
5415,emergency,n5,"37.211525,-80.445081",data,4419,8
5416,educational,n4,"37.231585,-80.416258",emergency,4420,5
5417,emergency,n4,"37.227279,-80.421665",video,4418,10
5418,ordinary,n1,"37.231585,-80.416258",emergency,4421,6
5419,government,n1,"37.227279,-80.421665",video,4419,5
5420,government,n4,"37.231585,-80.416258",emergency,4423,6
5421,government,n5,"37.211525,-80.445081",voice,4423,10
5422,government,n4,"37.211525,-80.445081",emergency,4422,5
5423,scientific,n5,"37.227279,-80.421665",emergency,4427,7
5424,educational,n2,"37.231585,-80.416258",emergency,4428,7
5425,government,n3,"37.211525,-80.445081",data,4431,8
5426,emergency,n2,"37.231585,-80.416258",video,4426,6
5427,scientific,n5,"37.211525,-80.445081",emergency,4431,9
5428,scientific,n1,"37.231585,-80.416258",video,4433,9
5429,ordinary,n2,"37.227279,-80.421665",data,4430,10
5430,emergency,n1,"37.227279,-80.421665",voice,4437,10
5431,educational,n3,"37.231585,-80.416258",data,4439,9
5432,scientific,n2,"37.211525,-80.445081",data,4439,9
5433,ordinary,n5,"37.231585,-80.416258",data,4434,10
5434,emergency,n1,"37.227279,-80.421665",data,4442,10
5435,government,n5,"37.211525,-80.445081",video,4442,9
5436,educational,n4,"37.211525,-80.445081",data,4438,9
5437,emergency,n1,"37.211525,-80.445081",data,4438,7
5438,emergency,n3,"37.211525,-80.445081",emergency,4440,6
5439,educational,n4,"37.231585,-80.416258",emergency,4445,7
5440,educational,n4,"37.227279,-80.421665",data,4442,6
5441,government,n4,"37.231585,-80.416258",data,4447,8
5442,emergency,n2,"37.211525,-80.445081",voice,4443,5
5443,educational,n1,"37.211525,-80.445081",data,4448,6
5444,government,n5,"37.211525,-80.445081",emergency,4448,8
5445,educational,n4,"37.211525,-80.445081",emergency,4449,8
5446,emergency,n2,"37.231585,-80.416258",emergency,4449,7
5447,scientific,n5,"37.227279,-80.421665",voice,4449,10
5448,ordinary,n1,"37.211525,-80.445081",emergency,4452,8
5449,educational,n2,"37.227279,-80.421665",emergency,4454,8
5450,educational,n5,"37.227279,-80.421665",video,4454,8
5451,scientific,n5,"37.227279,-80.421665",data,4453,6
5452,ordinary,n3,"37.211525,-80.445081",video,4454,9
5453,scientific,n1,"37.227279,-80.421665",voice,4456,7
5454,ordinary,n4,"37.211525,-80.445081",data,4454,8
5455,government,n1,"37.227279,-80.421665",emergency,4460,10
5456,educational,n3,"37.211525,-80.445081",emergency,4459,5
5457,emergency,n4,"37.211525,-80.445081",data,4459,8
5458,emergency,n5,"37.211525,-80.445081",emergency,4463,7
5459,educational,n1,"37.231585,-80.416258",voice,4462,8
5460,emergency,n1,"37.231585,-80.416258",voice,4466,10
5461,educational,n3,"37.227279,-80.421665",emergency,4464,9
5462,educational,n4,"37.211525,-80.445081",voice,4467,10
5463,emergency,n4,"37.231585,-80.416258",voice,4467,5
5464,scientific,n5,"37.211525,-80.445081",video,4464,6
5465,government,n2,"37.227279,-80.421665",data,4470,9
5466,government,n1,"37.211525,-80.445081",emergency,4467,5
5467,government,n1,"37.231585,-80.416258",voice,4467,9
5468,ordinary,n3,"37.211525,-80.445081",voice,4469,6
5469,emergency,n5,"37.227279,-80.421665",data,4476,10
5470,government,n3,"37.211525,-80.445081",emergency,4475,9
5471,educational,n2,"37.231585,-80.416258",emergency,4476,7
5472,scientific,n4,"37.231585,-80.416258",video,4475,7
5473,ordinary,n4,"37.231585,-80.416258",emergency,4473,6
5474,emergency,n4,"37.231585,-80.416258",emergency,4478,7
5475,educational,n1,"37.227279,-80.421665",data,4475,6
5476,educational,n3,"37.227279,-80.421665",video,4480,5
5477,educational,n3,"37.211525,-80.445081",video,4483,7
5478,government,n1,"37.227279,-80.421665",emergency,4478,10
5479,scientific,n3,"37.231585,-80.416258",data,4479,5
5480,emergency,n3,"37.227279,-80.421665",data,4480,6
5481,scientific,n3,"37.227279,-80.421665",emergency,4486,6
5482,emergency,n3,"37.231585,-80.416258",voice,4483,6
5483,educational,n1,"37.227279,-80.421665",data,4484,5
5484,emergency,n2,"37.227279,-80.421665",emergency,4486,8
5485,educational,n2,"37.227279,-80.421665",data,4485,5
5486,educational,n2,"37.211525,-80.445081",data,4490,10
5487,emergency,n2,"37.211525,-80.445081",voice,4488,10
5488,scientific,n1,"37.227279,-80.421665",video,4490,8
5489,emergency,n3,"37.211525,-80.445081",video,4490,10
5490,ordinary,n4,"37.211525,-80.445081",video,4492,8
5491,emergency,n5,"37.231585,-80.416258",emergency,4497,8
5492,educational,n4,"37.211525,-80.445081",voice,4498,7
5493,educational,n3,"37.227279,-80.421665",voice,4500,10
5494,scientific,n1,"37.211525,-80.445081",video,4497,7
5495,scientific,n1,"37.211525,-80.445081",video,4496,5
5496,ordinary,n1,"37.231585,-80.416258",data,4499,5
5497,government,n3,"37.227279,-80.421665",data,4498,7
5498,emergency,n4,"37.231585,-80.416258",voice,4505,9
5499,scientific,n3,"37.231585,-80.416258",video,4503,6
5500,government,n1,"37.231585,-80.416258",voice,4501,5
5501,emergency,n5,"37.211525,-80.445081",data,4501,10
5502,scientific,n1,"37.227279,-80.421665",data,4503,5
5503,ordinary,n3,"37.211525,-80.445081",data,4506,8
5504,educational,n4,"37.211525,-80.445081",emergency,4505,7
5505,scientific,n5,"37.227279,-80.421665",data,4509,7
5506,emergency,n5,"37.231585,-80.416258",emergency,4513,10
5507,educational,n5,"37.231585,-80.416258",emergency,4511,5
5508,ordinary,n5,"37.211525,-80.445081",data,4515,10
5509,educational,n2,"37.211525,-80.445081",video,4518,10
5510,scientific,n5,"37.227279,-80.421665",emergency,4515,10
5511,government,n4,"37.231585,-80.416258",data,4511,8
5512,government,n4,"37.211525,-80.445081",voice,4521,10
5513,scientific,n3,"37.227279,-80.421665",emergency,4515,6
5514,ordinary,n3,"37.227279,-80.421665",data,4514,8
5515,government,n4,"37.211525,-80.445081",video,4519,9
5516,emergency,n1,"37.227279,-80.421665",video,4517,8
5517,emergency,n3,"37.227279,-80.421665",voice,4517,9
5518,educational,n3,"37.231585,-80.416258",voice,4522,6
5519,government,n2,"37.211525,-80.445081",emergency,4521,9
