cbsd_id,secondary_user_type,target_band,location,data_type,start_time,duration,min_freq,max_freq,score
1429,government,n2,"37.231585,-80.416258",voice,430,6,2400.0,2500.0,8.0
1276,educational,n2,"37.211525,-80.445081",emergency,284,9,2400.0,2500.0,8.0
3795,emergency,n2,"37.227279,-80.421665",emergency,2799,9,2400.0,2500.0,10.0
4029,government,n2,"37.211525,-80.445081",video,3030,5,2400.0,2500.0,6.0
9522,ordinary,n2,"37.211525,-80.445081",video,8530,9,2400.0,2500.0,3.0
1079,ordinary,n2,"37.211525,-80.445081",emergency,79,5,2400.0,2500.0,6.0
3628,emergency,n2,"37.211525,-80.445081",video,2631,6,2400.0,2500.0,7.0
3630,emergency,n2,"37.211525,-80.445081",emergency,2636,7,2400.0,2500.0,10.0
10926,scientific,n2,"37.211525,-80.445081",emergency,9928,5,2400.0,2500.0,7.0
1403,emergency,n2,"37.227279,-80.421665",video,407,6,2400.0,2500.0,7.0
10810,educational,n2,"37.227279,-80.421665",voice,9813,8,2400.0,2500.0,7.0
4010,educational,n2,"37.211525,-80.445081",emergency,3015,10,2400.0,2500.0,8.0
3644,ordinary,n2,"37.227279,-80.421665",video,2644,7,2400.0,2500.0,3.0
4011,emergency,n2,"37.231585,-80.416258",emergency,3016,6,2400.0,2500.0,10.0
4014,educational,n2,"37.231585,-80.416258",emergency,3019,10,2400.0,2500.0,8.0
1288,scientific,n2,"37.231585,-80.416258",voice,288,10,2400.0,2500.0,6.0
1078,government,n2,"37.227279,-80.421665",video,78,9,2400.0,2500.0,6.0
10807,emergency,n2,"37.231585,-80.416258",voice,9809,9,2400.0,2500.0,9.0
1177,emergency,n2,"37.227279,-80.421665",voice,182,10,2400.0,2500.0,9.0
1072,government,n2,"37.231585,-80.416258",voice,72,9,2400.0,2500.0,8.0
1410,ordinary,n2,"37.231585,-80.416258",voice,413,5,2400.0,2500.0,5.0
10964,ordinary,n2,"37.227279,-80.421665",voice,9964,8,2400.0,2500.0,5.0
1284,government,n2,"37.211525,-80.445081",voice,289,7,2400.0,2500.0,8.0
1070,emergency,n2,"37.231585,-80.416258",voice,71,8,2400.0,2500.0,9.0
1283,ordinary,n2,"37.231585,-80.416258",voice,285,9,2400.0,2500.0,5.0
1067,educational,n2,"37.211525,-80.445081",data,73,7,2400.0,2500.0,6.0
9567,scientific,n2,"37.211525,-80.445081",data,8574,10,2400.0,2500.0,5.0
9448,emergency,n2,"37.227279,-80.421665",voice,8450,7,2400.0,2500.0,9.0
1286,ordinary,n2,"37.211525,-80.445081",voice,286,7,2400.0,2500.0,5.0
10931,ordinary,n2,"37.227279,-80.421665",video,9933,6,2400.0,2500.0,3.0
1305,emergency,n2,"37.231585,-80.416258",video,310,9,2400.0,2500.0,7.0
1381,educational,n2,"37.227279,-80.421665",video,381,6,2400.0,2500.0,5.0
3949,government,n2,"37.227279,-80.421665",video,2958,10,2400.0,2500.0,6.0
9604,emergency,n2,"37.231585,-80.416258",voice,8607,10,2400.0,2500.0,9.0
1330,ordinary,n2,"37.231585,-80.416258",video,335,8,2400.0,2500.0,3.0
1134,educational,n2,"37.227279,-80.421665",emergency,134,8,2400.0,2500.0,8.0
10858,scientific,n2,"37.231585,-80.416258",video,9861,6,2400.0,2500.0,4.0
10942,educational,n2,"37.227279,-80.421665",data,9948,8,2400.0,2500.0,6.0
9605,educational,n2,"37.227279,-80.421665",video,8609,6,2400.0,2500.0,5.0
1322,scientific,n2,"37.227279,-80.421665",video,326,5,2400.0,2500.0,4.0
1153,government,n2,"37.211525,-80.445081",video,158,9,2400.0,2500.0,6.0
10934,emergency,n2,"37.227279,-80.421665",video,9938,5,2400.0,2500.0,7.0
9498,scientific,n2,"37.211525,-80.445081",data,8505,10,2400.0,2500.0,5.0
3951,government,n2,"37.211525,-80.445081",emergency,2956,9,2400.0,2500.0,9.0
1132,scientific,n2,"37.231585,-80.416258",data,134,10,2400.0,2500.0,5.0
3760,scientific,n2,"37.211525,-80.445081",data,2762,5,2400.0,2500.0,5.0
3953,educational,n2,"37.231585,-80.416258",video,2957,7,2400.0,2500.0,5.0
9610,emergency,n2,"37.227279,-80.421665",voice,8611,10,2400.0,2500.0,9.0
1357,educational,n2,"37.227279,-80.421665",video,361,5,2400.0,2500.0,5.0
3954,government,n2,"37.227279,-80.421665",voice,2957,8,2400.0,2500.0,8.0
1131,scientific,n2,"37.227279,-80.421665",data,135,7,2400.0,2500.0,5.0
1358,scientific,n2,"37.211525,-80.445081",voice,358,5,2400.0,2500.0,6.0
3726,educational,n2,"37.211525,-80.445081",emergency,2728,6,2400.0,2500.0,8.0
3957,ordinary,n2,"37.211525,-80.445081",video,2961,8,2400.0,2500.0,3.0
1331,ordinary,n2,"37.231585,-80.416258",voice,334,8,2400.0,2500.0,5.0
1141,emergency,n2,"37.231585,-80.416258",data,146,7,2400.0,2500.0,8.0
3938,educational,n2,"37.227279,-80.421665",video,2942,7,2400.0,2500.0,5.0
3746,ordinary,n2,"37.231585,-80.416258",emergency,2747,7,2400.0,2500.0,6.0
9493,emergency,n2,"37.211525,-80.445081",voice,8493,6,2400.0,2500.0,9.0
1339,emergency,n2,"37.231585,-80.416258",data,340,6,2400.0,2500.0,8.0
1146,educational,n2,"37.231585,-80.416258",emergency,150,9,2400.0,2500.0,8.0
1147,ordinary,n2,"37.227279,-80.421665",emergency,149,7,2400.0,2500.0,6.0
10936,educational,n2,"37.231585,-80.416258",video,9944,10,2400.0,2500.0,5.0
3940,emergency,n2,"37.227279,-80.421665",voice,2942,7,2400.0,2500.0,9.0
9490,emergency,n2,"37.211525,-80.445081",video,8495,7,2400.0,2500.0,7.0
1334,emergency,n2,"37.211525,-80.445081",emergency,335,10,2400.0,2500.0,10.0
3931,scientific,n2,"37.231585,-80.416258",emergency,2931,7,2400.0,2500.0,7.0
3744,educational,n2,"37.231585,-80.416258",data,2747,6,2400.0,2500.0,6.0
3749,ordinary,n2,"37.227279,-80.421665",emergency,2751,6,2400.0,2500.0,6.0
9591,ordinary,n2,"37.227279,-80.421665",voice,8593,5,2400.0,2500.0,5.0
3739,emergency,n2,"37.227279,-80.421665",video,2744,6,2400.0,2500.0,7.0
3738,emergency,n2,"37.231585,-80.416258",data,2744,9,2400.0,2500.0,8.0
9489,ordinary,n2,"37.211525,-80.445081",data,8490,6,2400.0,2500.0,4.0
9598,emergency,n2,"37.211525,-80.445081",data,8601,10,2400.0,2500.0,8.0
3734,government,n2,"37.227279,-80.421665",emergency,2740,7,2400.0,2500.0,9.0
1142,scientific,n2,"37.211525,-80.445081",video,146,5,2400.0,2500.0,4.0
1143,ordinary,n2,"37.231585,-80.416258",emergency,144,5,2400.0,2500.0,6.0
1124,ordinary,n2,"37.211525,-80.445081",video,125,6,2400.0,2500.0,3.0
9585,educational,n2,"37.231585,-80.416258",data,8586,6,2400.0,2500.0,6.0
1154,scientific,n2,"37.227279,-80.421665",voice,162,10,2400.0,2500.0,6.0
1374,emergency,n2,"37.227279,-80.421665",voice,374,5,2400.0,2500.0,9.0
9505,emergency,n2,"37.227279,-80.421665",data,8508,6,2400.0,2500.0,8.0
3769,educational,n2,"37.231585,-80.416258",voice,2769,7,2400.0,2500.0,7.0
1161,ordinary,n2,"37.227279,-80.421665",emergency,164,5,2400.0,2500.0,6.0
9619,scientific,n2,"37.231585,-80.416258",data,8620,6,2400.0,2500.0,5.0
3772,educational,n2,"37.231585,-80.416258",video,2779,8,2400.0,2500.0,5.0
1310,educational,n2,"37.227279,-80.421665",video,310,8,2400.0,2500.0,5.0
1375,emergency,n2,"37.211525,-80.445081",voice,378,5,2400.0,2500.0,9.0
9622,ordinary,n2,"37.211525,-80.445081",data,8625,8,2400.0,2500.0,4.0
3699,ordinary,n2,"37.211525,-80.445081",emergency,2701,9,2400.0,2500.0,6.0
3773,emergency,n2,"37.211525,-80.445081",data,2780,10,2400.0,2500.0,8.0
3980,government,n2,"37.231585,-80.416258",data,2984,9,2400.0,2500.0,7.0
9469,scientific,n2,"37.211525,-80.445081",video,8469,5,2400.0,2500.0,4.0
10824,emergency,n2,"37.231585,-80.416258",emergency,9826,5,2400.0,2500.0,10.0
9625,emergency,n2,"37.227279,-80.421665",video,8627,7,2400.0,2500.0,7.0
1162,ordinary,n2,"37.211525,-80.445081",voice,162,5,2400.0,2500.0,5.0
3774,government,n2,"37.227279,-80.421665",data,2779,6,2400.0,2500.0,7.0
1379,emergency,n2,"37.227279,-80.421665",data,381,6,2400.0,2500.0,8.0
1380,educational,n2,"37.211525,-80.445081",emergency,381,6,2400.0,2500.0,8.0
1307,educational,n2,"37.211525,-80.445081",voice,312,9,2400.0,2500.0,7.0
9471,educational,n2,"37.227279,-80.421665",data,8473,7,2400.0,2500.0,6.0
10932,ordinary,n2,"37.211525,-80.445081",data,9935,9,2400.0,2500.0,4.0
9582,educational,n2,"37.211525,-80.445081",voice,8585,7,2400.0,2500.0,7.0
3975,scientific,n2,"37.231585,-80.416258",video,2982,8,2400.0,2500.0,4.0
9477,scientific,n2,"37.231585,-80.416258",data,8477,5,2400.0,2500.0,5.0
3717,government,n2,"37.231585,-80.416258",emergency,2718,7,2400.0,2500.0,9.0
9476,government,n2,"37.231585,-80.416258",voice,8478,5,2400.0,2500.0,8.0
3716,government,n2,"37.227279,-80.421665",voice,2722,7,2400.0,2500.0,8.0
3963,scientific,n2,"37.211525,-80.445081",data,2968,10,2400.0,2500.0,5.0
9611,government,n2,"37.231585,-80.416258",video,8614,10,2400.0,2500.0,6.0
3714,emergency,n2,"37.211525,-80.445081",emergency,2715,8,2400.0,2500.0,10.0
1120,educational,n2,"37.227279,-80.421665",video,124,7,2400.0,2500.0,5.0
10949,educational,n2,"37.211525,-80.445081",video,9950,6,2400.0,2500.0,5.0
3967,ordinary,n2,"37.231585,-80.416258",video,2969,5,2400.0,2500.0,3.0
3968,ordinary,n2,"37.227279,-80.421665",data,2972,9,2400.0,2500.0,4.0
3970,educational,n2,"37.231585,-80.416258",voice,2972,5,2400.0,2500.0,7.0
3971,emergency,n2,"37.231585,-80.416258",video,2973,8,2400.0,2500.0,7.0
10866,ordinary,n2,"37.227279,-80.421665",voice,9866,6,2400.0,2500.0,5.0
9613,ordinary,n2,"37.227279,-80.421665",data,8617,5,2400.0,2500.0,4.0
1111,ordinary,n2,"37.227279,-80.421665",data,115,5,2400.0,2500.0,4.0
3706,emergency,n2,"37.231585,-80.416258",data,2706,7,2400.0,2500.0,8.0
3973,scientific,n2,"37.227279,-80.421665",data,2979,9,2400.0,2500.0,5.0
10953,ordinary,n2,"37.211525,-80.445081",video,9954,10,2400.0,2500.0,3.0
1314,ordinary,n2,"37.227279,-80.421665",emergency,319,9,2400.0,2500.0,6.0
3919,emergency,n2,"37.231585,-80.416258",voice,2919,6,2400.0,2500.0,9.0
10973,government,n2,"37.227279,-80.421665",data,9978,8,2400.0,2500.0,7.0
4031,scientific,n2,"37.231585,-80.416258",video,3033,6,2400.0,2500.0,4.0
1335,government,n2,"37.227279,-80.421665",video,340,7,2400.0,2500.0,6.0
4077,emergency,n2,"37.231585,-80.416258",voice,3080,5,2400.0,2500.0,9.0
10788,emergency,n2,"37.211525,-80.445081",video,9789,5,2400.0,2500.0,7.0
1033,ordinary,n2,"37.231585,-80.416258",video,34,5,2400.0,2500.0,3.0
3845,government,n2,"37.227279,-80.421665",voice,2848,5,2400.0,2500.0,8.0
3874,scientific,n2,"37.211525,-80.445081",data,2874,6,2400.0,2500.0,5.0
4052,emergency,n2,"37.211525,-80.445081",data,3057,6,2400.0,2500.0,8.0
4073,educational,n2,"37.231585,-80.416258",video,3074,6,2400.0,2500.0,5.0
10978,emergency,n2,"37.231585,-80.416258",voice,9981,10,2400.0,2500.0,9.0
3580,scientific,n2,"37.231585,-80.416258",emergency,2580,8,2400.0,2500.0,7.0
3579,ordinary,n2,"37.231585,-80.416258",data,2586,8,2400.0,2500.0,4.0
3843,government,n2,"37.211525,-80.445081",video,2849,9,2400.0,2500.0,6.0
10787,government,n2,"37.231585,-80.416258",data,9790,5,2400.0,2500.0,7.0
10910,educational,n2,"37.211525,-80.445081",data,9914,5,2400.0,2500.0,6.0
10890,scientific,n2,"37.211525,-80.445081",data,9894,8,2400.0,2500.0,5.0
3826,scientific,n2,"37.231585,-80.416258",voice,2827,6,2400.0,2500.0,6.0
9432,government,n2,"37.227279,-80.421665",data,8432,6,2400.0,2500.0,7.0
4075,ordinary,n2,"37.227279,-80.421665",voice,3076,5,2400.0,2500.0,5.0
3586,ordinary,n2,"37.231585,-80.416258",data,2587,8,2400.0,2500.0,4.0
3588,ordinary,n2,"37.211525,-80.445081",video,2588,5,2400.0,2500.0,3.0
9530,scientific,n2,"37.227279,-80.421665",video,8532,9,2400.0,2500.0,4.0
3547,scientific,n2,"37.211525,-80.445081",video,2555,10,2400.0,2500.0,4.0
3595,educational,n2,"37.211525,-80.445081",video,2598,7,2400.0,2500.0,5.0
3548,ordinary,n2,"37.227279,-80.421665",emergency,2551,8,2400.0,2500.0,6.0
3848,ordinary,n2,"37.227279,-80.421665",emergency,2853,9,2400.0,2500.0,6.0
10889,scientific,n2,"37.231585,-80.416258",data,9896,10,2400.0,2500.0,5.0
9537,scientific,n2,"37.227279,-80.421665",voice,8542,10,2400.0,2500.0,6.0
3878,government,n2,"37.227279,-80.421665",video,2883,9,2400.0,2500.0,6.0
1492,ordinary,n2,"37.211525,-80.445081",emergency,501,10,2400.0,2500.0,6.0
9437,scientific,n2,"37.227279,-80.421665",voice,8439,5,2400.0,2500.0,6.0
1195,government,n2,"37.227279,-80.421665",data,204,10,2400.0,2500.0,7.0
9434,educational,n2,"37.227279,-80.421665",emergency,8436,8,2400.0,2500.0,8.0
1235,government,n2,"37.211525,-80.445081",emergency,238,9,2400.0,2500.0,9.0
1236,government,n2,"37.211525,-80.445081",data,242,7,2400.0,2500.0,7.0
1199,ordinary,n2,"37.231585,-80.416258",voice,199,5,2400.0,2500.0,5.0
3862,government,n2,"37.231585,-80.416258",voice,2865,8,2400.0,2500.0,8.0
3816,educational,n2,"37.211525,-80.445081",video,2825,10,2400.0,2500.0,5.0
4058,educational,n2,"37.227279,-80.421665",video,3063,9,2400.0,2500.0,5.0
10984,government,n2,"37.231585,-80.416258",voice,9985,7,2400.0,2500.0,8.0
3835,educational,n2,"37.231585,-80.416258",data,2838,6,2400.0,2500.0,6.0
10776,ordinary,n2,"37.211525,-80.445081",data,9776,7,2400.0,2500.0,4.0
9695,government,n2,"37.231585,-80.416258",voice,8699,6,2400.0,2500.0,8.0
1479,ordinary,n2,"37.231585,-80.416258",video,486,8,2400.0,2500.0,3.0
10775,scientific,n2,"37.211525,-80.445081",voice,9781,9,2400.0,2500.0,6.0
4066,ordinary,n2,"37.231585,-80.416258",voice,3073,8,2400.0,2500.0,5.0
1252,scientific,n2,"37.227279,-80.421665",emergency,253,5,2400.0,2500.0,7.0
9703,scientific,n2,"37.211525,-80.445081",video,8703,10,2400.0,2500.0,4.0
3836,scientific,n2,"37.211525,-80.445081",video,2836,10,2400.0,2500.0,4.0
1481,government,n2,"37.227279,-80.421665",video,484,5,2400.0,2500.0,6.0
9548,emergency,n2,"37.211525,-80.445081",voice,8551,9,2400.0,2500.0,9.0
10912,emergency,n2,"37.227279,-80.421665",video,9912,8,2400.0,2500.0,7.0
1213,emergency,n2,"37.231585,-80.416258",data,217,6,2400.0,2500.0,8.0
3558,emergency,n2,"37.211525,-80.445081",emergency,2565,9,2400.0,2500.0,10.0
3563,scientific,n2,"37.211525,-80.445081",voice,2564,5,2400.0,2500.0,6.0
4069,government,n2,"37.231585,-80.416258",video,3073,5,2400.0,2500.0,6.0
10779,ordinary,n2,"37.211525,-80.445081",data,9782,7,2400.0,2500.0,4.0
1025,scientific,n2,"37.227279,-80.421665",data,29,5,2400.0,2500.0,5.0
3871,ordinary,n2,"37.231585,-80.416258",video,2871,10,2400.0,2500.0,3.0
4060,scientific,n2,"37.227279,-80.421665",data,3066,10,2400.0,2500.0,5.0
3830,government,n2,"37.231585,-80.416258",emergency,2832,7,2400.0,2500.0,9.0
1469,scientific,n2,"37.211525,-80.445081",voice,476,8,2400.0,2500.0,6.0
1254,government,n2,"37.231585,-80.416258",data,254,5,2400.0,2500.0,7.0
1484,government,n2,"37.227279,-80.421665",video,490,8,2400.0,2500.0,6.0
10783,government,n2,"37.231585,-80.416258",voice,9785,9,2400.0,2500.0,8.0
1030,scientific,n2,"37.211525,-80.445081",emergency,35,6,2400.0,2500.0,7.0
10782,emergency,n2,"37.227279,-80.421665",voice,9787,7,2400.0,2500.0,9.0
3554,emergency,n2,"37.227279,-80.421665",video,2556,10,2400.0,2500.0,7.0
3831,scientific,n2,"37.231585,-80.416258",emergency,2836,7,2400.0,2500.0,7.0
10891,emergency,n2,"37.227279,-80.421665",video,9893,6,2400.0,2500.0,7.0
4064,emergency,n2,"37.231585,-80.416258",voice,3065,10,2400.0,2500.0,9.0
3869,ordinary,n2,"37.231585,-80.416258",video,2872,6,2400.0,2500.0,3.0
3572,educational,n2,"37.227279,-80.421665",data,2577,8,2400.0,2500.0,6.0
4071,ordinary,n2,"37.227279,-80.421665",voice,3075,8,2400.0,2500.0,5.0
1455,emergency,n2,"37.211525,-80.445081",voice,457,9,2400.0,2500.0,9.0
3559,emergency,n2,"37.231585,-80.416258",video,2563,5,2400.0,2500.0,7.0
10792,ordinary,n2,"37.211525,-80.445081",emergency,9797,10,2400.0,2500.0,6.0
3889,government,n2,"37.211525,-80.445081",video,2893,6,2400.0,2500.0,6.0
1503,emergency,n2,"37.227279,-80.421665",voice,505,10,2400.0,2500.0,9.0
9419,emergency,n2,"37.231585,-80.416258",video,8421,9,2400.0,2500.0,7.0
4040,emergency,n2,"37.211525,-80.445081",video,3047,10,2400.0,2500.0,7.0
9442,educational,n2,"37.231585,-80.416258",emergency,8450,10,2400.0,2500.0,8.0
3604,scientific,n2,"37.227279,-80.421665",voice,2607,6,2400.0,2500.0,6.0
1507,government,n2,"37.211525,-80.445081",data,511,9,2400.0,2500.0,7.0
4035,educational,n2,"37.227279,-80.421665",data,3038,6,2400.0,2500.0,6.0
10975,scientific,n2,"37.231585,-80.416258",voice,9975,6,2400.0,2500.0,6.0
3857,scientific,n2,"37.227279,-80.421665",video,2859,7,2400.0,2500.0,4.0
3890,ordinary,n2,"37.211525,-80.445081",voice,2895,7,2400.0,2500.0,5.0
4036,ordinary,n2,"37.211525,-80.445081",data,3036,6,2400.0,2500.0,4.0
10883,government,n2,"37.231585,-80.416258",voice,9883,7,2400.0,2500.0,8.0
1272,scientific,n2,"37.227279,-80.421665",emergency,277,8,2400.0,2500.0,7.0
3597,ordinary,n2,"37.211525,-80.445081",emergency,2597,7,2400.0,2500.0,6.0
10769,educational,n2,"37.231585,-80.416258",video,9770,9,2400.0,2500.0,5.0
4082,government,n2,"37.211525,-80.445081",video,3086,6,2400.0,2500.0,6.0
3810,scientific,n2,"37.231585,-80.416258",video,2817,9,2400.0,2500.0,4.0
3803,emergency,n2,"37.211525,-80.445081",video,2805,9,2400.0,2500.0,7.0
9562,educational,n2,"37.231585,-80.416258",emergency,8565,7,2400.0,2500.0,8.0
4085,ordinary,n2,"37.231585,-80.416258",video,3088,8,2400.0,2500.0,3.0
3851,emergency,n2,"37.211525,-80.445081",data,2852,5,2400.0,2500.0,8.0
10802,ordinary,n2,"37.227279,-80.421665",voice,9804,6,2400.0,2500.0,5.0
1440,emergency,n2,"37.227279,-80.421665",voice,441,5,2400.0,2500.0,9.0
3606,educational,n2,"37.211525,-80.445081",voice,2608,7,2400.0,2500.0,7.0
1268,ordinary,n2,"37.211525,-80.445081",voice,275,10,2400.0,2500.0,5.0
1046,emergency,n2,"37.231585,-80.416258",voice,46,9,2400.0,2500.0,9.0
1041,educational,n2,"37.211525,-80.445081",voice,44,10,2400.0,2500.0,7.0
3812,emergency,n2,"37.231585,-80.416258",data,2812,10,2400.0,2500.0,8.0
4041,ordinary,n2,"37.211525,-80.445081",video,3048,8,2400.0,2500.0,3.0
3600,educational,n2,"37.231585,-80.416258",video,2602,8,2400.0,2500.0,5.0
10762,scientific,n2,"37.227279,-80.421665",emergency,9764,10,2400.0,2500.0,7.0
9423,scientific,n2,"37.231585,-80.416258",emergency,8428,9,2400.0,2500.0,7.0
1192,scientific,n2,"37.231585,-80.416258",voice,201,10,2400.0,2500.0,6.0
3883,government,n2,"37.227279,-80.421665",emergency,2887,5,2400.0,2500.0,9.0
1232,educational,n2,"37.227279,-80.421665",data,238,10,2400.0,2500.0,6.0
1509,educational,n2,"37.211525,-80.445081",data,513,10,2400.0,2500.0,6.0
1037,government,n2,"37.211525,-80.445081",voice,45,9,2400.0,2500.0,8.0
9538,educational,n2,"37.231585,-80.416258",video,8544,8,2400.0,2500.0,5.0
4047,government,n2,"37.211525,-80.445081",data,3050,10,2400.0,2500.0,7.0
1229,ordinary,n2,"37.227279,-80.421665",emergency,235,10,2400.0,2500.0,6.0
10991,emergency,n2,"37.211525,-80.445081",data,9994,9,2400.0,2500.0,8.0
1508,government,n2,"37.231585,-80.416258",voice,511,10,2400.0,2500.0,8.0
10793,educational,n2,"37.227279,-80.421665",voice,9797,9,2400.0,2500.0,7.0
1431,government,n2,"37.231585,-80.416258",data,435,10,2400.0,2500.0,7.0
3614,ordinary,n2,"37.231585,-80.416258",voice,2619,8,2400.0,2500.0,5.0
9528,government,n2,"37.211525,-80.445081",data,8532,8,2400.0,2500.0,7.0
1494,ordinary,n2,"37.211525,-80.445081",video,499,8,2400.0,2500.0,3.0
4033,educational,n2,"37.227279,-80.421665",data,3038,9,2400.0,2500.0,6.0
10905,scientific,n2,"37.231585,-80.416258",data,9905,7,2400.0,2500.0,5.0
1449,government,n2,"37.231585,-80.416258",emergency,449,9,2400.0,2500.0,9.0
9544,educational,n2,"37.227279,-80.421665",data,8545,9,2400.0,2500.0,6.0
3888,government,n2,"37.231585,-80.416258",data,2895,9,2400.0,2500.0,7.0
1262,government,n2,"37.231585,-80.416258",video,262,7,2400.0,2500.0,6.0
1230,educational,n3,"37.227279,-80.421665",data,232,5,2500.0,2600.0,6.0
8339,educational,n3,"37.211525,-80.445081",emergency,7343,8,2500.0,2600.0,8.0
2203,scientific,n3,"37.231585,-80.416258",emergency,1206,5,2500.0,2600.0,7.0
6410,scientific,n3,"37.211525,-80.445081",emergency,5410,7,2500.0,2600.0,7.0
6253,scientific,n3,"37.227279,-80.421665",voice,5256,9,2500.0,2600.0,6.0
6406,scientific,n3,"37.231585,-80.416258",data,5407,10,2500.0,2600.0,5.0
2221,government,n3,"37.211525,-80.445081",emergency,1224,6,2500.0,2600.0,9.0
10409,ordinary,n3,"37.227279,-80.421665",data,9409,8,2500.0,2600.0,4.0
1156,government,n3,"37.211525,-80.445081",voice,159,6,2500.0,2600.0,8.0
10455,emergency,n3,"37.227279,-80.421665",video,9457,7,2500.0,2600.0,7.0
7478,educational,n3,"37.211525,-80.445081",emergency,6481,10,2500.0,2600.0,8.0
6255,educational,n3,"37.211525,-80.445081",data,5260,8,2500.0,2600.0,6.0
1215,educational,n3,"37.211525,-80.445081",data,218,5,2500.0,2600.0,6.0
6411,ordinary,n3,"37.231585,-80.416258",emergency,5411,5,2500.0,2600.0,6.0
2209,educational,n3,"37.231585,-80.416258",voice,1216,9,2500.0,2600.0,7.0
6428,ordinary,n3,"37.227279,-80.421665",video,5431,9,2500.0,2600.0,3.0
2092,ordinary,n3,"37.211525,-80.445081",emergency,1096,7,2500.0,2600.0,6.0
8247,emergency,n3,"37.227279,-80.421665",voice,7248,5,2500.0,2600.0,9.0
1226,government,n3,"37.227279,-80.421665",data,228,10,2500.0,2600.0,7.0
6266,emergency,n3,"37.227279,-80.421665",video,5269,10,2500.0,2600.0,7.0
6269,scientific,n3,"37.211525,-80.445081",data,5274,6,2500.0,2600.0,5.0
2211,emergency,n3,"37.211525,-80.445081",video,1211,10,2500.0,2600.0,7.0
2212,government,n3,"37.227279,-80.421665",data,1212,7,2500.0,2600.0,7.0
2213,government,n3,"37.231585,-80.416258",video,1213,9,2500.0,2600.0,6.0
2093,ordinary,n3,"37.231585,-80.416258",data,1097,5,2500.0,2600.0,4.0
2207,scientific,n3,"37.211525,-80.445081",emergency,1214,10,2500.0,2600.0,7.0
1221,educational,n3,"37.227279,-80.421665",video,223,8,2500.0,2600.0,5.0
6422,government,n3,"37.227279,-80.421665",voice,5427,10,2500.0,2600.0,8.0
7762,scientific,n3,"37.211525,-80.445081",emergency,6764,5,2500.0,2600.0,7.0
10909,government,n3,"37.227279,-80.421665",voice,9913,8,2500.0,2600.0,8.0
6429,emergency,n3,"37.227279,-80.421665",emergency,5434,6,2500.0,2600.0,10.0
2218,scientific,n3,"37.231585,-80.416258",data,1220,10,2500.0,2600.0,5.0
10463,educational,n3,"37.211525,-80.445081",data,9470,10,2500.0,2600.0,6.0
7768,government,n3,"37.231585,-80.416258",video,6770,9,2500.0,2600.0,6.0
7479,ordinary,n3,"37.227279,-80.421665",data,6483,5,2500.0,2600.0,4.0
8335,ordinary,n3,"37.211525,-80.445081",video,7338,5,2500.0,2600.0,3.0
2090,government,n3,"37.227279,-80.421665",voice,1094,10,2500.0,2600.0,8.0
6276,government,n3,"37.227279,-80.421665",data,5279,8,2500.0,2600.0,7.0
2097,scientific,n3,"37.211525,-80.445081",emergency,1104,10,2500.0,2600.0,7.0
6274,emergency,n3,"37.231585,-80.416258",data,5277,7,2500.0,2600.0,8.0
7485,emergency,n3,"37.211525,-80.445081",video,6488,10,2500.0,2600.0,7.0
2096,educational,n3,"37.227279,-80.421665",data,1099,10,2500.0,2600.0,6.0
10461,scientific,n3,"37.211525,-80.445081",emergency,9466,8,2500.0,2600.0,7.0
7738,government,n3,"37.211525,-80.445081",voice,6741,6,2500.0,2600.0,8.0
7737,ordinary,n3,"37.231585,-80.416258",voice,6737,6,2500.0,2600.0,5.0
6260,scientific,n3,"37.227279,-80.421665",video,5262,9,2500.0,2600.0,4.0
8290,ordinary,n3,"37.227279,-80.421665",video,7291,10,2500.0,2600.0,3.0
2186,ordinary,n3,"37.231585,-80.416258",video,1192,9,2500.0,2600.0,3.0
8259,ordinary,n3,"37.211525,-80.445081",emergency,7267,9,2500.0,2600.0,6.0
7746,ordinary,n3,"37.227279,-80.421665",voice,6753,9,2500.0,2600.0,5.0
8300,educational,n3,"37.211525,-80.445081",data,7303,6,2500.0,2600.0,6.0
8301,ordinary,n3,"37.231585,-80.416258",emergency,7304,10,2500.0,2600.0,6.0
2164,emergency,n3,"37.211525,-80.445081",voice,1165,5,2500.0,2600.0,9.0
2144,government,n3,"37.211525,-80.445081",data,1147,10,2500.0,2600.0,7.0
6328,ordinary,n3,"37.231585,-80.416258",voice,5329,7,2500.0,2600.0,5.0
7447,ordinary,n3,"37.211525,-80.445081",voice,6449,8,2500.0,2600.0,5.0
10920,ordinary,n3,"37.211525,-80.445081",emergency,9927,10,2500.0,2600.0,6.0
1184,scientific,n3,"37.211525,-80.445081",video,187,5,2500.0,2600.0,4.0
2168,educational,n3,"37.231585,-80.416258",data,1175,10,2500.0,2600.0,6.0
6364,ordinary,n3,"37.211525,-80.445081",video,5364,9,2500.0,2600.0,3.0
1188,emergency,n3,"37.231585,-80.416258",data,190,7,2500.0,2600.0,8.0
10919,government,n3,"37.227279,-80.421665",data,9924,10,2500.0,2600.0,7.0
6324,educational,n3,"37.231585,-80.416258",video,5326,5,2500.0,2600.0,5.0
7743,educational,n3,"37.211525,-80.445081",emergency,6747,5,2500.0,2600.0,8.0
2136,educational,n3,"37.231585,-80.416258",data,1136,6,2500.0,2600.0,6.0
8280,ordinary,n3,"37.231585,-80.416258",voice,7283,9,2500.0,2600.0,5.0
1194,ordinary,n3,"37.211525,-80.445081",voice,198,5,2500.0,2600.0,5.0
