cbsd_id,secondary_user_type,target_band,location,data_type,start_time,duration,min_freq,max_freq,user_priority,traffic_priority,fading_priority,density_priority,overall_priority
2325,ordinary,n2,"37.227279,-80.421665",emergency,1330,7,2400.0,2500.0,1.0,4.0,1.0,699.0,705.0
2799,government,n4,"37.227279,-80.421665",emergency,1799,5,2600.0,2700.0,4.0,4.0,1.0,699.0,708.0
1001,government,n5,"37.227279,-80.421665",data,2,7,2700.0,2800.0,4.0,2.0,1.0,699.0,706.0
3000,government,n2,"37.227279,-80.421665",emergency,2003,5,2400.0,2500.0,4.0,4.0,1.0,699.0,708.0
1714,scientific,n3,"37.227279,-80.421665",voice,715,7,2500.0,2600.0,2.0,3.0,1.0,699.0,705.0
1715,educational,n1,"37.227279,-80.421665",video,720,10,2300.0,2400.0,3.0,1.0,6.0,699.0,709.0
1716,government,n3,"37.227279,-80.421665",data,720,10,2500.0,2600.0,4.0,2.0,1.0,699.0,706.0
1316,educational,n1,"37.227279,-80.421665",emergency,316,9,2300.0,2400.0,3.0,4.0,6.0,699.0,712.0
1717,scientific,n3,"37.227279,-80.421665",video,720,5,2500.0,2600.0,2.0,1.0,1.0,699.0,703.0
1174,emergency,n5,"37.227279,-80.421665",video,178,5,2700.0,2800.0,5.0,1.0,1.0,699.0,706.0
1317,government,n4,"37.227279,-80.421665",emergency,319,5,2600.0,2700.0,4.0,4.0,1.0,699.0,708.0
1169,scientific,n4,"37.227279,-80.421665",emergency,172,7,2600.0,2700.0,2.0,4.0,1.0,699.0,706.0
1168,educational,n1,"37.227279,-80.421665",emergency,171,9,2300.0,2400.0,3.0,4.0,6.0,699.0,712.0
1165,scientific,n3,"37.227279,-80.421665",voice,168,10,2500.0,2600.0,2.0,3.0,1.0,699.0,705.0
1720,scientific,n4,"37.227279,-80.421665",data,721,8,2600.0,2700.0,2.0,2.0,1.0,699.0,704.0
1319,government,n4,"37.227279,-80.421665",data,320,10,2600.0,2700.0,4.0,2.0,1.0,699.0,706.0
1723,scientific,n1,"37.227279,-80.421665",video,727,10,2300.0,2400.0,2.0,1.0,6.0,699.0,708.0
1321,educational,n4,"37.227279,-80.421665",voice,327,7,2600.0,2700.0,3.0,3.0,1.0,699.0,706.0
1724,emergency,n1,"37.227279,-80.421665",emergency,728,7,2300.0,2400.0,5.0,4.0,6.0,699.0,714.0
1322,scientific,n2,"37.227279,-80.421665",voice,324,6,2400.0,2500.0,2.0,3.0,1.0,699.0,705.0
1726,government,n2,"37.227279,-80.421665",video,727,7,2400.0,2500.0,4.0,1.0,1.0,699.0,705.0
1728,emergency,n5,"37.227279,-80.421665",data,732,5,2700.0,2800.0,5.0,2.0,1.0,699.0,707.0
1323,educational,n2,"37.227279,-80.421665",video,328,10,2400.0,2500.0,3.0,1.0,1.0,699.0,704.0
1732,government,n4,"37.227279,-80.421665",video,735,7,2600.0,2700.0,4.0,1.0,1.0,699.0,705.0
1324,ordinary,n1,"37.227279,-80.421665",data,331,10,2300.0,2400.0,1.0,2.0,6.0,699.0,708.0
1178,educational,n1,"37.227279,-80.421665",voice,182,10,2300.0,2400.0,3.0,3.0,6.0,699.0,711.0
1522,government,n1,"37.227279,-80.421665",data,526,9,2300.0,2400.0,4.0,2.0,6.0,699.0,711.0
1711,educational,n1,"37.227279,-80.421665",emergency,716,9,2300.0,2400.0,3.0,4.0,6.0,699.0,712.0
1180,scientific,n3,"37.227279,-80.421665",emergency,185,6,2500.0,2600.0,2.0,4.0,1.0,699.0,706.0
1682,scientific,n5,"37.227279,-80.421665",voice,682,10,2700.0,2800.0,2.0,3.0,1.0,699.0,705.0
1529,government,n1,"37.227279,-80.421665",video,533,5,2300.0,2400.0,4.0,1.0,6.0,699.0,710.0
1685,ordinary,n5,"37.227279,-80.421665",data,688,7,2700.0,2800.0,1.0,2.0,1.0,699.0,703.0
1686,scientific,n4,"37.227279,-80.421665",emergency,689,8,2600.0,2700.0,2.0,4.0,1.0,699.0,706.0
1527,emergency,n4,"37.227279,-80.421665",video,535,9,2600.0,2700.0,5.0,1.0,1.0,699.0,706.0
1196,educational,n4,"37.227279,-80.421665",video,196,8,2600.0,2700.0,3.0,1.0,1.0,699.0,704.0
1690,government,n4,"37.227279,-80.421665",emergency,690,8,2600.0,2700.0,4.0,4.0,1.0,699.0,708.0
1691,educational,n4,"37.227279,-80.421665",emergency,695,7,2600.0,2700.0,3.0,4.0,1.0,699.0,707.0
1310,ordinary,n1,"37.227279,-80.421665",video,311,7,2300.0,2400.0,1.0,1.0,6.0,699.0,707.0
1311,educational,n3,"37.227279,-80.421665",voice,317,7,2500.0,2600.0,3.0,3.0,1.0,699.0,706.0
1151,emergency,n5,"37.227279,-80.421665",video,156,7,2700.0,2800.0,5.0,1.0,1.0,699.0,706.0
1526,ordinary,n1,"37.227279,-80.421665",voice,527,8,2300.0,2400.0,1.0,3.0,6.0,699.0,709.0
1696,ordinary,n5,"37.227279,-80.421665",voice,700,5,2700.0,2800.0,1.0,3.0,1.0,699.0,704.0
1697,ordinary,n2,"37.227279,-80.421665",video,697,9,2400.0,2500.0,1.0,1.0,1.0,699.0,702.0
1699,emergency,n3,"37.227279,-80.421665",emergency,699,5,2500.0,2600.0,5.0,4.0,1.0,699.0,709.0
1700,scientific,n3,"37.227279,-80.421665",voice,702,10,2500.0,2600.0,2.0,3.0,1.0,699.0,705.0
1191,government,n2,"37.227279,-80.421665",emergency,196,6,2400.0,2500.0,4.0,4.0,1.0,699.0,708.0
1314,scientific,n5,"37.227279,-80.421665",video,320,10,2700.0,2800.0,2.0,1.0,1.0,699.0,703.0
1705,ordinary,n1,"37.227279,-80.421665",video,708,5,2300.0,2400.0,1.0,1.0,6.0,699.0,707.0
1523,scientific,n1,"37.227279,-80.421665",emergency,525,9,2300.0,2400.0,2.0,4.0,6.0,699.0,711.0
1182,government,n1,"37.227279,-80.421665",voice,184,6,2300.0,2400.0,4.0,3.0,6.0,699.0,712.0
1708,scientific,n3,"37.227279,-80.421665",data,709,10,2500.0,2600.0,2.0,2.0,1.0,699.0,704.0
1192,government,n1,"37.227279,-80.421665",voice,192,6,2300.0,2400.0,4.0,3.0,6.0,699.0,712.0
1197,scientific,n3,"37.227279,-80.421665",voice,197,8,2500.0,2600.0,2.0,3.0,1.0,699.0,705.0
1512,emergency,n5,"37.227279,-80.421665",emergency,514,9,2700.0,2800.0,5.0,4.0,1.0,699.0,709.0
1734,government,n4,"37.227279,-80.421665",emergency,736,5,2600.0,2700.0,4.0,4.0,1.0,699.0,708.0
1129,scientific,n3,"37.227279,-80.421665",video,131,8,2500.0,2600.0,2.0,1.0,1.0,699.0,703.0
1501,scientific,n5,"37.227279,-80.421665",video,502,5,2700.0,2800.0,2.0,1.0,1.0,699.0,703.0
1128,ordinary,n4,"37.227279,-80.421665",video,135,9,2600.0,2700.0,1.0,1.0,1.0,699.0,702.0
1767,emergency,n5,"37.227279,-80.421665",emergency,774,10,2700.0,2800.0,5.0,4.0,1.0,699.0,709.0
1770,ordinary,n4,"37.227279,-80.421665",voice,775,7,2600.0,2700.0,1.0,3.0,1.0,699.0,704.0
1499,emergency,n5,"37.227279,-80.421665",video,499,6,2700.0,2800.0,5.0,1.0,1.0,699.0,706.0
1773,emergency,n2,"37.227279,-80.421665",video,776,6,2400.0,2500.0,5.0,1.0,1.0,699.0,706.0
1125,emergency,n1,"37.227279,-80.421665",emergency,126,7,2300.0,2400.0,5.0,4.0,6.0,699.0,714.0
1498,educational,n3,"37.227279,-80.421665",voice,501,5,2500.0,2600.0,3.0,3.0,1.0,699.0,706.0
1122,emergency,n2,"37.227279,-80.421665",video,124,9,2400.0,2500.0,5.0,1.0,1.0,699.0,706.0
1274,emergency,n2,"37.227279,-80.421665",emergency,276,10,2400.0,2500.0,5.0,4.0,1.0,699.0,709.0
1497,educational,n5,"37.227279,-80.421665",voice,504,9,2700.0,2800.0,3.0,3.0,1.0,699.0,706.0
1774,ordinary,n5,"37.227279,-80.421665",emergency,776,9,2700.0,2800.0,1.0,4.0,1.0,699.0,705.0
1778,ordinary,n4,"37.227279,-80.421665",emergency,779,8,2600.0,2700.0,1.0,4.0,1.0,699.0,705.0
1779,scientific,n2,"37.227279,-80.421665",data,784,8,2400.0,2500.0,2.0,2.0,1.0,699.0,704.0
1780,educational,n5,"37.227279,-80.421665",data,781,9,2700.0,2800.0,3.0,2.0,1.0,699.0,705.0
1781,ordinary,n1,"37.227279,-80.421665",emergency,785,6,2300.0,2400.0,1.0,4.0,6.0,699.0,710.0
1343,educational,n4,"37.227279,-80.421665",emergency,347,5,2600.0,2700.0,3.0,4.0,1.0,699.0,707.0
1784,government,n2,"37.227279,-80.421665",video,789,8,2400.0,2500.0,4.0,1.0,1.0,699.0,705.0
1786,government,n5,"37.227279,-80.421665",voice,788,7,2700.0,2800.0,4.0,3.0,1.0,699.0,707.0
1119,government,n5,"37.227279,-80.421665",video,122,8,2700.0,2800.0,4.0,1.0,1.0,699.0,705.0
1130,ordinary,n5,"37.227279,-80.421665",video,134,8,2700.0,2800.0,1.0,1.0,1.0,699.0,702.0
1502,government,n2,"37.227279,-80.421665",data,506,7,2400.0,2500.0,4.0,2.0,1.0,699.0,706.0
1335,educational,n3,"37.227279,-80.421665",data,337,5,2500.0,2600.0,3.0,2.0,1.0,699.0,705.0
1334,government,n2,"37.227279,-80.421665",voice,337,10,2400.0,2500.0,4.0,3.0,1.0,699.0,707.0
1147,ordinary,n4,"37.227279,-80.421665",data,153,10,2600.0,2700.0,1.0,2.0,1.0,699.0,703.0
1146,emergency,n5,"37.227279,-80.421665",data,149,9,2700.0,2800.0,5.0,2.0,1.0,699.0,707.0
1737,scientific,n1,"37.227279,-80.421665",emergency,740,7,2300.0,2400.0,2.0,4.0,6.0,699.0,711.0
1326,emergency,n4,"37.227279,-80.421665",emergency,328,6,2600.0,2700.0,5.0,4.0,1.0,699.0,709.0
1743,educational,n2,"37.227279,-80.421665",video,746,7,2400.0,2500.0,3.0,1.0,1.0,699.0,704.0
1142,scientific,n3,"37.227279,-80.421665",video,142,9,2500.0,2600.0,2.0,1.0,1.0,699.0,703.0
1747,educational,n4,"37.227279,-80.421665",data,752,7,2600.0,2700.0,3.0,2.0,1.0,699.0,705.0
1510,scientific,n5,"37.227279,-80.421665",emergency,517,9,2700.0,2800.0,2.0,4.0,1.0,699.0,706.0
1750,emergency,n5,"37.227279,-80.421665",emergency,752,8,2700.0,2800.0,5.0,4.0,1.0,699.0,709.0
1328,ordinary,n5,"37.227279,-80.421665",data,332,10,2700.0,2800.0,1.0,2.0,1.0,699.0,703.0
1148,educational,n5,"37.227279,-80.421665",video,152,6,2700.0,2800.0,3.0,1.0,1.0,699.0,704.0
1330,educational,n5,"37.227279,-80.421665",data,334,6,2700.0,2800.0,3.0,2.0,1.0,699.0,705.0
1751,scientific,n3,"37.227279,-80.421665",emergency,751,6,2500.0,2600.0,2.0,4.0,1.0,699.0,706.0
1753,educational,n5,"37.227279,-80.421665",voice,753,5,2700.0,2800.0,3.0,3.0,1.0,699.0,706.0
1508,emergency,n4,"37.227279,-80.421665",voice,517,10,2600.0,2700.0,5.0,3.0,1.0,699.0,708.0
1754,government,n2,"37.227279,-80.421665",data,760,7,2400.0,2500.0,4.0,2.0,1.0,699.0,706.0
1504,ordinary,n2,"37.227279,-80.421665",data,506,5,2400.0,2500.0,1.0,2.0,1.0,699.0,703.0
1758,scientific,n3,"37.227279,-80.421665",data,763,6,2500.0,2600.0,2.0,2.0,1.0,699.0,704.0
1137,educational,n1,"37.227279,-80.421665",data,141,8,2300.0,2400.0,3.0,2.0,6.0,699.0,710.0
1136,scientific,n4,"37.227279,-80.421665",voice,138,6,2600.0,2700.0,2.0,3.0,1.0,699.0,705.0
1135,government,n4,"37.227279,-80.421665",video,139,10,2600.0,2700.0,4.0,1.0,1.0,699.0,705.0
1134,educational,n4,"37.227279,-80.421665",voice,138,6,2600.0,2700.0,3.0,3.0,1.0,699.0,706.0
1509,government,n2,"37.227279,-80.421665",voice,512,9,2400.0,2500.0,4.0,3.0,1.0,699.0,707.0
1492,government,n1,"37.227279,-80.421665",voice,495,10,2300.0,2400.0,4.0,3.0,6.0,699.0,712.0
1680,scientific,n1,"37.227279,-80.421665",video,685,8,2300.0,2400.0,2.0,1.0,6.0,699.0,708.0
1308,ordinary,n4,"37.227279,-80.421665",video,315,8,2600.0,2700.0,1.0,1.0,1.0,699.0,702.0
1598,educational,n3,"37.227279,-80.421665",voice,599,7,2500.0,2600.0,3.0,3.0,1.0,699.0,706.0
1282,scientific,n3,"37.227279,-80.421665",voice,284,6,2500.0,2600.0,2.0,3.0,1.0,699.0,705.0
1248,emergency,n4,"37.227279,-80.421665",video,255,9,2600.0,2700.0,5.0,1.0,1.0,699.0,706.0
1599,government,n3,"37.227279,-80.421665",voice,604,8,2500.0,2600.0,4.0,3.0,1.0,699.0,707.0
1601,scientific,n4,"37.227279,-80.421665",voice,601,5,2600.0,2700.0,2.0,3.0,1.0,699.0,705.0
1605,ordinary,n4,"37.227279,-80.421665",data,609,6,2600.0,2700.0,1.0,2.0,1.0,699.0,703.0
1246,emergency,n3,"37.227279,-80.421665",video,246,5,2500.0,2600.0,5.0,1.0,1.0,699.0,706.0
1245,educational,n2,"37.227279,-80.421665",video,245,5,2400.0,2500.0,3.0,1.0,1.0,699.0,704.0
1564,ordinary,n4,"37.227279,-80.421665",emergency,571,9,2600.0,2700.0,1.0,4.0,1.0,699.0,705.0
1244,ordinary,n3,"37.227279,-80.421665",video,244,10,2500.0,2600.0,1.0,1.0,1.0,699.0,702.0
1285,scientific,n5,"37.227279,-80.421665",voice,294,10,2700.0,2800.0,2.0,3.0,1.0,699.0,705.0
1609,government,n5,"37.227279,-80.421665",voice,609,7,2700.0,2800.0,4.0,3.0,1.0,699.0,707.0
1561,scientific,n2,"37.227279,-80.421665",video,563,9,2400.0,2500.0,2.0,1.0,1.0,699.0,703.0
1242,educational,n2,"37.227279,-80.421665",data,245,10,2400.0,2500.0,3.0,2.0,1.0,699.0,705.0
1241,educational,n2,"37.227279,-80.421665",emergency,242,8,2400.0,2500.0,3.0,4.0,1.0,699.0,707.0
1611,emergency,n5,"37.227279,-80.421665",data,613,5,2700.0,2800.0,5.0,2.0,1.0,699.0,707.0
1239,educational,n4,"37.227279,-80.421665",data,242,5,2600.0,2700.0,3.0,2.0,1.0,699.0,705.0
1613,scientific,n5,"37.227279,-80.421665",video,616,8,2700.0,2800.0,2.0,1.0,1.0,699.0,703.0
1614,educational,n2,"37.227279,-80.421665",data,617,9,2400.0,2500.0,3.0,2.0,1.0,699.0,705.0
1616,educational,n4,"37.227279,-80.421665",emergency,620,8,2600.0,2700.0,3.0,4.0,1.0,699.0,707.0
1286,educational,n1,"37.227279,-80.421665",voice,286,7,2300.0,2400.0,3.0,3.0,6.0,699.0,711.0
1252,government,n5,"37.227279,-80.421665",video,256,5,2700.0,2800.0,4.0,1.0,1.0,699.0,705.0
1596,educational,n5,"37.227279,-80.421665",voice,601,9,2700.0,2800.0,3.0,3.0,1.0,699.0,706.0
1567,ordinary,n2,"37.227279,-80.421665",video,571,7,2400.0,2500.0,1.0,1.0,1.0,699.0,702.0
1255,scientific,n2,"37.227279,-80.421665",video,261,8,2400.0,2500.0,2.0,1.0,1.0,699.0,703.0
1576,scientific,n5,"37.227279,-80.421665",data,580,5,2700.0,2800.0,2.0,2.0,1.0,699.0,704.0
1574,scientific,n2,"37.227279,-80.421665",voice,576,6,2400.0,2500.0,2.0,3.0,1.0,699.0,705.0
1275,government,n3,"37.227279,-80.421665",data,278,6,2500.0,2600.0,4.0,2.0,1.0,699.0,706.0
1271,educational,n2,"37.227279,-80.421665",video,272,6,2400.0,2500.0,3.0,1.0,1.0,699.0,704.0
1579,scientific,n3,"37.227279,-80.421665",voice,581,6,2500.0,2600.0,2.0,3.0,1.0,699.0,705.0
1277,scientific,n5,"37.227279,-80.421665",emergency,282,6,2700.0,2800.0,2.0,4.0,1.0,699.0,706.0
1573,emergency,n5,"37.227279,-80.421665",voice,579,10,2700.0,2800.0,5.0,3.0,1.0,699.0,708.0
1580,scientific,n4,"37.227279,-80.421665",data,582,9,2600.0,2700.0,2.0,2.0,1.0,699.0,704.0
1268,educational,n2,"37.227279,-80.421665",emergency,272,6,2400.0,2500.0,3.0,4.0,1.0,699.0,707.0
1572,scientific,n2,"37.227279,-80.421665",voice,572,5,2400.0,2500.0,2.0,3.0,1.0,699.0,705.0
1618,government,n4,"37.227279,-80.421665",data,622,5,2600.0,2700.0,4.0,2.0,1.0,699.0,706.0
1266,educational,n2,"37.227279,-80.421665",voice,269,8,2400.0,2500.0,3.0,3.0,1.0,699.0,706.0
1583,scientific,n4,"37.227279,-80.421665",voice,584,6,2600.0,2700.0,2.0,3.0,1.0,699.0,705.0
1584,government,n1,"37.227279,-80.421665",data,586,7,2300.0,2400.0,4.0,2.0,6.0,699.0,711.0
1589,scientific,n4,"37.227279,-80.421665",video,589,8,2600.0,2700.0,2.0,1.0,1.0,699.0,703.0
1278,scientific,n4,"37.227279,-80.421665",voice,281,5,2600.0,2700.0,2.0,3.0,1.0,699.0,705.0
1263,scientific,n1,"37.227279,-80.421665",data,271,10,2300.0,2400.0,2.0,2.0,6.0,699.0,709.0
1262,educational,n3,"37.227279,-80.421665",video,265,7,2500.0,2600.0,3.0,1.0,1.0,699.0,704.0
1259,ordinary,n2,"37.227279,-80.421665",emergency,265,7,2400.0,2500.0,1.0,4.0,1.0,699.0,705.0
1257,educational,n2,"37.227279,-80.421665",emergency,264,9,2400.0,2500.0,3.0,4.0,1.0,699.0,707.0
1568,scientific,n1,"37.227279,-80.421665",data,569,6,2300.0,2400.0,2.0,2.0,6.0,699.0,709.0
1256,educational,n5,"37.227279,-80.421665",data,257,5,2700.0,2800.0,3.0,2.0,1.0,699.0,705.0
1265,ordinary,n4,"37.227279,-80.421665",emergency,266,8,2600.0,2700.0,1.0,4.0,1.0,699.0,705.0
1309,scientific,n2,"37.227279,-80.421665",voice,311,10,2400.0,2500.0,2.0,3.0,1.0,699.0,705.0
1237,emergency,n5,"37.227279,-80.421665",data,239,5,2700.0,2800.0,5.0,2.0,1.0,699.0,707.0
1288,ordinary,n4,"37.227279,-80.421665",emergency,292,10,2600.0,2700.0,1.0,4.0,1.0,699.0,705.0
1656,educational,n5,"37.227279,-80.421665",emergency,656,9,2700.0,2800.0,3.0,4.0,1.0,699.0,707.0
1659,government,n1,"37.227279,-80.421665",video,660,6,2300.0,2400.0,4.0,1.0,6.0,699.0,710.0
1301,educational,n2,"37.227279,-80.421665",data,308,9,2400.0,2500.0,3.0,2.0,1.0,699.0,705.0
1661,government,n5,"37.227279,-80.421665",video,663,9,2700.0,2800.0,4.0,1.0,1.0,699.0,705.0
1543,government,n3,"37.227279,-80.421665",voice,544,10,2500.0,2600.0,4.0,3.0,1.0,699.0,707.0
1542,educational,n3,"37.227279,-80.421665",voice,543,5,2500.0,2600.0,3.0,3.0,1.0,699.0,706.0
1541,ordinary,n3,"37.227279,-80.421665",voice,547,10,2500.0,2600.0,1.0,3.0,1.0,699.0,704.0
1302,scientific,n1,"37.227279,-80.421665",data,303,6,2300.0,2400.0,2.0,2.0,6.0,699.0,709.0
1209,emergency,n5,"37.227279,-80.421665",emergency,210,8,2700.0,2800.0,5.0,4.0,1.0,699.0,709.0
1539,educational,n1,"37.227279,-80.421665",data,541,10,2300.0,2400.0,3.0,2.0,6.0,699.0,710.0
1667,government,n1,"37.227279,-80.421665",voice,672,9,2300.0,2400.0,4.0,3.0,6.0,699.0,712.0
1538,ordinary,n5,"37.227279,-80.421665",data,542,10,2700.0,2800.0,1.0,2.0,1.0,699.0,703.0
1669,educational,n4,"37.227279,-80.421665",emergency,673,6,2600.0,2700.0,3.0,4.0,1.0,699.0,707.0
1671,ordinary,n4,"37.227279,-80.421665",data,674,6,2600.0,2700.0,1.0,2.0,1.0,699.0,703.0
1208,ordinary,n5,"37.227279,-80.421665",voice,209,5,2700.0,2800.0,1.0,3.0,1.0,699.0,704.0
1674,government,n1,"37.227279,-80.421665",data,677,9,2300.0,2400.0,4.0,2.0,6.0,699.0,711.0
1537,ordinary,n5,"37.227279,-80.421665",voice,543,7,2700.0,2800.0,1.0,3.0,1.0,699.0,704.0
1677,educational,n1,"37.227279,-80.421665",voice,683,10,2300.0,2400.0,3.0,3.0,6.0,699.0,711.0
1534,scientific,n1,"37.227279,-80.421665",voice,534,7,2300.0,2400.0,2.0,3.0,6.0,699.0,710.0
1201,emergency,n4,"37.227279,-80.421665",voice,206,8,2600.0,2700.0,5.0,3.0,1.0,699.0,708.0
1678,educational,n3,"37.227279,-80.421665",voice,682,7,2500.0,2600.0,3.0,3.0,1.0,699.0,706.0
1544,ordinary,n5,"37.227279,-80.421665",data,546,5,2700.0,2800.0,1.0,2.0,1.0,699.0,703.0
1545,ordinary,n1,"37.227279,-80.421665",video,545,9,2300.0,2400.0,1.0,1.0,6.0,699.0,707.0
1216,emergency,n4,"37.227279,-80.421665",video,218,7,2600.0,2700.0,5.0,1.0,1.0,699.0,706.0
1547,educational,n4,"37.227279,-80.421665",video,547,10,2600.0,2700.0,3.0,1.0,1.0,699.0,704.0
1232,scientific,n4,"37.227279,-80.421665",video,240,10,2600.0,2700.0,2.0,1.0,1.0,699.0,703.0
1624,ordinary,n3,"37.227279,-80.421665",data,633,10,2500.0,2600.0,1.0,2.0,1.0,699.0,703.0
1230,emergency,n1,"37.227279,-80.421665",emergency,231,7,2300.0,2400.0,5.0,4.0,6.0,699.0,714.0
1626,emergency,n4,"37.227279,-80.421665",data,626,7,2600.0,2700.0,5.0,2.0,1.0,699.0,707.0
1227,government,n3,"37.227279,-80.421665",voice,227,6,2500.0,2600.0,4.0,3.0,1.0,699.0,707.0
1627,scientific,n4,"37.227279,-80.421665",voice,629,7,2600.0,2700.0,2.0,3.0,1.0,699.0,705.0
1293,scientific,n1,"37.227279,-80.421665",data,299,9,2300.0,2400.0,2.0,2.0,6.0,699.0,709.0
1629,educational,n2,"37.227279,-80.421665",voice,636,9,2400.0,2500.0,3.0,3.0,1.0,699.0,706.0
1225,government,n5,"37.227279,-80.421665",voice,225,7,2700.0,2800.0,4.0,3.0,1.0,699.0,707.0
1223,scientific,n1,"37.227279,-80.421665",video,229,8,2300.0,2400.0,2.0,1.0,6.0,699.0,708.0
1556,scientific,n3,"37.227279,-80.421665",emergency,556,5,2500.0,2600.0,2.0,4.0,1.0,699.0,706.0
1630,emergency,n1,"37.227279,-80.421665",data,630,5,2300.0,2400.0,5.0,2.0,6.0,699.0,712.0
1634,educational,n2,"37.227279,-80.421665",video,635,6,2400.0,2500.0,3.0,1.0,1.0,699.0,704.0
1635,scientific,n2,"37.227279,-80.421665",video,637,8,2400.0,2500.0,2.0,1.0,1.0,699.0,703.0
1636,emergency,n4,"37.227279,-80.421665",video,639,5,2600.0,2700.0,5.0,1.0,1.0,699.0,706.0
1637,emergency,n2,"37.227279,-80.421665",data,641,9,2400.0,2500.0,5.0,2.0,1.0,699.0,707.0
1552,ordinary,n4,"37.227279,-80.421665",video,552,6,2600.0,2700.0,1.0,1.0,1.0,699.0,702.0
1222,emergency,n3,"37.227279,-80.421665",video,222,5,2500.0,2600.0,5.0,1.0,1.0,699.0,706.0
1639,educational,n1,"37.227279,-80.421665",voice,643,5,2300.0,2400.0,3.0,3.0,6.0,699.0,711.0
1298,government,n2,"37.227279,-80.421665",emergency,306,9,2400.0,2500.0,4.0,4.0,1.0,699.0,708.0
1642,scientific,n3,"37.227279,-80.421665",video,645,5,2500.0,2600.0,2.0,1.0,1.0,699.0,703.0
1219,government,n4,"37.227279,-80.421665",video,220,5,2600.0,2700.0,4.0,1.0,1.0,699.0,705.0
1631,educational,n4,"37.227279,-80.421665",data,634,10,2600.0,2700.0,3.0,2.0,1.0,699.0,705.0
1490,ordinary,n2,"37.227279,-80.421665",voice,496,7,2400.0,2500.0,1.0,3.0,1.0,699.0,704.0
1577,emergency,n5,"37.227279,-80.421665",voice,577,10,2700.0,2800.0,5.0,3.0,1.0,699.0,708.0
1068,emergency,n2,"37.227279,-80.421665",voice,70,8,2400.0,2500.0,5.0,3.0,1.0,699.0,708.0
1059,scientific,n5,"37.227279,-80.421665",voice,61,9,2700.0,2800.0,2.0,3.0,1.0,699.0,705.0
1791,government,n1,"37.227279,-80.421665",video,793,8,2300.0,2400.0,4.0,1.0,6.0,699.0,710.0
1897,government,n3,"37.227279,-80.421665",data,899,7,2500.0,2600.0,4.0,2.0,1.0,699.0,706.0
1435,ordinary,n3,"37.227279,-80.421665",video,436,6,2500.0,2600.0,1.0,1.0,1.0,699.0,702.0
1899,educational,n5,"37.227279,-80.421665",data,902,5,2700.0,2800.0,3.0,2.0,1.0,699.0,705.0
1402,ordinary,n3,"37.227279,-80.421665",voice,404,5,2500.0,2600.0,1.0,3.0,1.0,699.0,704.0
1900,emergency,n2,"37.227279,-80.421665",voice,908,9,2400.0,2500.0,5.0,3.0,1.0,699.0,708.0
1901,emergency,n3,"37.227279,-80.421665",data,904,6,2500.0,2600.0,5.0,2.0,1.0,699.0,707.0
1436,educational,n2,"37.227279,-80.421665",voice,442,10,2400.0,2500.0,3.0,3.0,1.0,699.0,706.0
1902,educational,n2,"37.227279,-80.421665",data,909,9,2400.0,2500.0,3.0,2.0,1.0,699.0,705.0
1058,government,n4,"37.227279,-80.421665",voice,62,9,2600.0,2700.0,4.0,3.0,1.0,699.0,707.0
1904,scientific,n4,"37.227279,-80.421665",video,906,7,2600.0,2700.0,2.0,1.0,1.0,699.0,703.0
1905,government,n4,"37.227279,-80.421665",voice,905,6,2600.0,2700.0,4.0,3.0,1.0,699.0,707.0
1434,educational,n1,"37.227279,-80.421665",voice,435,10,2300.0,2400.0,3.0,3.0,6.0,699.0,711.0
1380,emergency,n1,"37.227279,-80.421665",video,384,8,2300.0,2400.0,5.0,1.0,6.0,699.0,711.0
1057,educational,n1,"37.227279,-80.421665",data,60,7,2300.0,2400.0,3.0,2.0,6.0,699.0,710.0
1429,educational,n2,"37.227279,-80.421665",video,431,6,2400.0,2500.0,3.0,1.0,1.0,699.0,704.0
1969,ordinary,n4,"37.227279,-80.421665",voice,969,8,2600.0,2700.0,1.0,3.0,1.0,699.0,704.0
1903,educational,n5,"37.227279,-80.421665",voice,910,9,2700.0,2800.0,3.0,3.0,1.0,699.0,706.0
1055,educational,n4,"37.227279,-80.421665",voice,64,10,2600.0,2700.0,3.0,3.0,1.0,699.0,706.0
1401,government,n4,"37.227279,-80.421665",voice,407,7,2600.0,2700.0,4.0,3.0,1.0,699.0,707.0
1890,scientific,n2,"37.227279,-80.421665",emergency,897,9,2400.0,2500.0,2.0,4.0,1.0,699.0,706.0
1416,ordinary,n1,"37.227279,-80.421665",voice,419,6,2300.0,2400.0,1.0,3.0,6.0,699.0,709.0
1876,educational,n3,"37.227279,-80.421665",data,876,8,2500.0,2600.0,3.0,2.0,1.0,699.0,705.0
1444,scientific,n2,"37.227279,-80.421665",video,447,6,2400.0,2500.0,2.0,1.0,1.0,699.0,703.0
1364,scientific,n5,"37.227279,-80.421665",emergency,368,7,2700.0,2800.0,2.0,4.0,1.0,699.0,706.0
1878,scientific,n3,"37.227279,-80.421665",emergency,878,8,2500.0,2600.0,2.0,4.0,1.0,699.0,706.0
1978,scientific,n5,"37.227279,-80.421665",data,979,8,2700.0,2800.0,2.0,2.0,1.0,699.0,704.0
1440,educational,n3,"37.227279,-80.421665",data,443,8,2500.0,2600.0,3.0,2.0,1.0,699.0,705.0
1064,ordinary,n2,"37.227279,-80.421665",voice,66,7,2400.0,2500.0,1.0,3.0,1.0,699.0,704.0
1893,emergency,n5,"37.227279,-80.421665",emergency,893,7,2700.0,2800.0,5.0,4.0,1.0,699.0,709.0
