cbsd_id,type,band,weather,density,traffic
5449,scientific,n1,snowy,urban,voice
5450,scientific,n4,cloudy,rural,video
5451,ordinary,n4,foggy,urban,video
5452,scientific,n3,sunny,urban,video
5453,government,n2,cloudy,urban,emergency
5454,government,n5,sunny,semi-urban,data
5455,ordinary,n5,snowy,rural,voice
5456,government,n3,rainy,urban,video
5457,emergency,n2,foggy,urban,video
5458,educational,n5,rainy,semi-urban,voice
5459,ordinary,n1,sunny,urban,voice
5460,emergency,n5,rainy,rural,emergency
5461,educational,n1,sunny,urban,emergency
5462,government,n4,snowy,semi-urban,data
5463,government,n2,sunny,semi-urban,emergency
5464,ordinary,n5,cloudy,semi-urban,emergency
5465,emergency,n5,rainy,semi-urban,voice
5466,ordinary,n4,rainy,rural,voice
5467,scientific,n2,foggy,semi-urban,video
5468,government,n3,sunny,urban,emergency
5469,ordinary,n3,cloudy,rural,data
5470,government,n4,snowy,urban,voice
5471,government,n3,emergency,semi-urban,data
5472,educational,n3,rainy,rural,video
5473,emergency,n5,cloudy,semi-urban,voice
5474,government,n3,rainy,urban,video
5475,ordinary,n5,cloudy,semi-urban,voice
5476,educational,n3,cloudy,rural,voice
5477,scientific,n2,emergency,semi-urban,voice
5478,government,n2,foggy,semi-urban,data
5479,scientific,n3,cloudy,semi-urban,video
5480,emergency,n3,sunny,rural,data
5481,government,n5,cloudy,semi-urban,video
5482,educational,n1,cloudy,rural,emergency
5483,scientific,n1,cloudy,urban,video
5484,scientific,n4,emergency,semi-urban,data
5485,scientific,n2,snowy,rural,voice
5486,ordinary,n2,snowy,urban,video
5487,scientific,n3,emergency,semi-urban,voice
5488,emergency,n5,emergency,semi-urban,voice
5489,scientific,n3,emergency,semi-urban,data
5490,ordinary,n2,sunny,rural,data
5491,ordinary,n1,rainy,urban,video
5492,scientific,n2,snowy,rural,voice
5493,ordinary,n3,snowy,urban,data
5494,ordinary,n2,snowy,rural,video
5495,ordinary,n1,rainy,urban,video
5496,government,n5,rainy,semi-urban,data
5497,ordinary,n3,cloudy,urban,voice
5498,educational,n1,cloudy,rural,voice
5499,emergency,n1,foggy,urban,emergency
5500,scientific,n1,rainy,urban,voice
5501,scientific,n1,emergency,rural,video
5502,ordinary,n1,emergency,semi-urban,voice
5503,government,n3,foggy,urban,emergency
5504,emergency,n2,emergency,urban,video
5505,government,n2,snowy,urban,video
5506,scientific,n4,sunny,semi-urban,emergency
5507,emergency,n2,sunny,semi-urban,data
5508,ordinary,n3,snowy,semi-urban,voice
5509,emergency,n4,rainy,semi-urban,video
5510,government,n1,foggy,semi-urban,data
5511,educational,n5,emergency,rural,video
5512,scientific,n5,foggy,rural,emergency
5513,educational,n2,rainy,rural,emergency
5514,educational,n1,emergency,urban,video
5515,emergency,n4,cloudy,urban,voice
5516,scientific,n5,cloudy,rural,data
5517,educational,n4,emergency,rural,voice
5518,educational,n4,foggy,urban,data
5519,educational,n5,emergency,rural,emergency
5520,government,n1,snowy,urban,data
5521,educational,n2,sunny,semi-urban,data
5522,ordinary,n1,snowy,urban,video
5523,government,n2,sunny,semi-urban,video
5524,ordinary,n3,foggy,semi-urban,video
5525,ordinary,n3,rainy,rural,voice
5526,government,n2,cloudy,semi-urban,emergency
5527,educational,n4,rainy,rural,video
5528,ordinary,n2,cloudy,rural,data
5529,educational,n5,rainy,rural,emergency
5530,educational,n2,sunny,urban,voice
5531,ordinary,n1,foggy,semi-urban,data
5532,educational,n2,sunny,semi-urban,emergency
5533,government,n1,foggy,urban,data
5534,ordinary,n4,sunny,urban,video
5535,educational,n1,snowy,urban,voice
5536,scientific,n1,emergency,urban,video
5537,scientific,n3,sunny,urban,emergency
5538,educational,n5,emergency,rural,data
5539,government,n4,cloudy,rural,data
5540,scientific,n5,sunny,rural,data
5541,scientific,n5,emergency,urban,emergency
5542,emergency,n5,snowy,semi-urban,video
5543,government,n5,foggy,semi-urban,video
5544,ordinary,n5,emergency,urban,emergency
5545,educational,n1,emergency,semi-urban,data
5546,scientific,n4,foggy,rural,data
5547,educational,n2,sunny,semi-urban,video
5548,government,n2,cloudy,urban,emergency
5549,government,n3,sunny,urban,voice
5550,scientific,n5,cloudy,semi-urban,data
5551,scientific,n2,sunny,urban,video
5552,government,n5,sunny,rural,data
5553,educational,n1,snowy,rural,data
5554,emergency,n1,snowy,rural,video
5555,emergency,n1,sunny,semi-urban,emergency
5556,educational,n2,rainy,semi-urban,data
5557,educational,n3,rainy,rural,video
5558,educational,n2,cloudy,semi-urban,video
5559,educational,n3,cloudy,urban,data
5560,emergency,n1,rainy,semi-urban,video
5561,ordinary,n5,rainy,urban,data
5562,emergency,n5,sunny,urban,emergency
5563,scientific,n1,cloudy,semi-urban,video
5564,government,n1,cloudy,semi-urban,video
5565,educational,n3,rainy,urban,voice
5566,scientific,n2,emergency,urban,video
5567,educational,n5,sunny,rural,voice
5568,educational,n5,emergency,rural,video
5569,ordinary,n1,cloudy,rural,emergency
5570,emergency,n3,emergency,rural,data
5571,government,n3,emergency,urban,voice
5572,ordinary,n1,foggy,rural,data
5573,government,n5,rainy,semi-urban,data
5574,educational,n1,emergency,semi-urban,data
5575,scientific,n3,emergency,urban,voice
5576,ordinary,n4,rainy,urban,video
5577,educational,n3,rainy,urban,emergency
5578,government,n2,cloudy,semi-urban,voice
5579,scientific,n2,sunny,semi-urban,data
5580,ordinary,n1,sunny,semi-urban,voice
5581,ordinary,n2,foggy,rural,voice
5582,emergency,n2,foggy,urban,voice
5583,emergency,n4,snowy,semi-urban,voice
5584,educational,n5,snowy,urban,voice
5585,government,n3,snowy,rural,data
5586,ordinary,n3,sunny,urban,video
5587,educational,n5,rainy,urban,data
5588,emergency,n1,cloudy,urban,data
5589,educational,n1,sunny,rural,emergency
5590,emergency,n5,rainy,rural,voice
5591,ordinary,n5,emergency,urban,voice
5592,educational,n5,rainy,semi-urban,video
5593,emergency,n4,rainy,semi-urban,video
5594,emergency,n1,foggy,rural,data
5595,government,n5,sunny,rural,data
5596,ordinary,n2,rainy,rural,emergency
5597,scientific,n1,rainy,rural,voice
5598,scientific,n3,emergency,semi-urban,voice
5599,educational,n5,sunny,semi-urban,voice
5600,scientific,n4,emergency,semi-urban,video
5601,educational,n2,rainy,rural,emergency
5602,educational,n3,cloudy,urban,data
5603,ordinary,n2,cloudy,semi-urban,video
5604,scientific,n4,cloudy,semi-urban,data
5605,government,n4,sunny,rural,voice
5606,scientific,n2,foggy,urban,video
5607,educational,n3,rainy,semi-urban,data
5608,government,n1,foggy,urban,data
5609,scientific,n1,cloudy,semi-urban,emergency
5610,government,n5,emergency,urban,video
5611,scientific,n1,sunny,semi-urban,emergency
5612,government,n5,cloudy,rural,data
5613,scientific,n3,rainy,rural,emergency
5614,educational,n5,snowy,rural,emergency
5615,government,n2,emergency,urban,voice
5616,scientific,n3,sunny,rural,voice
5617,educational,n2,sunny,rural,voice
5618,government,n4,foggy,semi-urban,data
5619,government,n3,cloudy,urban,video
5620,ordinary,n1,snowy,rural,video
5621,ordinary,n1,rainy,rural,data
5622,scientific,n1,rainy,urban,video
5623,scientific,n4,sunny,urban,data
5624,scientific,n1,emergency,urban,video
5625,scientific,n3,sunny,semi-urban,data
5626,emergency,n5,snowy,rural,video
5627,emergency,n1,cloudy,rural,video
5628,educational,n1,cloudy,semi-urban,voice
5629,emergency,n5,sunny,rural,video
5630,ordinary,n4,cloudy,rural,emergency
5631,ordinary,n2,emergency,semi-urban,video
5632,educational,n3,snowy,semi-urban,data
5633,scientific,n3,emergency,semi-urban,data
5634,emergency,n5,foggy,urban,data
5635,government,n2,emergency,rural,emergency
5636,ordinary,n1,cloudy,semi-urban,data
5637,government,n4,emergency,urban,emergency
5638,government,n1,emergency,semi-urban,video
5639,emergency,n5,foggy,urban,data
5640,ordinary,n2,emergency,rural,emergency
5641,scientific,n4,sunny,rural,emergency
5642,ordinary,n4,sunny,rural,voice
5643,ordinary,n1,emergency,rural,video
5644,emergency,n3,rainy,urban,data
5645,educational,n3,rainy,urban,voice
5646,scientific,n1,foggy,semi-urban,emergency
5647,scientific,n5,sunny,semi-urban,emergency
5648,ordinary,n1,snowy,rural,voice
5649,ordinary,n1,emergency,rural,data
5650,educational,n4,sunny,rural,video
5651,ordinary,n1,cloudy,urban,emergency
5652,emergency,n4,sunny,urban,video
5653,emergency,n4,emergency,semi-urban,video
5654,scientific,n1,rainy,rural,voice
5655,emergency,n4,emergency,semi-urban,data
5656,government,n1,snowy,rural,emergency
5657,educational,n2,snowy,rural,voice
5658,government,n4,foggy,urban,data
5659,educational,n1,foggy,urban,voice
5660,scientific,n5,emergency,semi-urban,data
5661,educational,n1,sunny,urban,data
5662,educational,n4,cloudy,semi-urban,emergency
5663,educational,n2,snowy,rural,video
5664,educational,n1,emergency,semi-urban,video
5665,ordinary,n2,snowy,semi-urban,voice
5666,government,n3,cloudy,rural,voice
5667,emergency,n4,rainy,rural,emergency
5668,educational,n5,foggy,semi-urban,voice
5669,government,n1,emergency,rural,video
5670,ordinary,n2,emergency,urban,video
5671,scientific,n1,cloudy,semi-urban,video
5672,educational,n1,emergency,rural,voice
5673,government,n1,rainy,urban,voice
5674,educational,n3,cloudy,urban,data
5675,emergency,n5,rainy,rural,data
5676,emergency,n2,snowy,semi-urban,voice
5677,educational,n4,sunny,urban,voice
5678,government,n2,sunny,rural,data
5679,emergency,n1,sunny,rural,video
5680,ordinary,n5,cloudy,semi-urban,emergency
5681,emergency,n3,cloudy,semi-urban,video
5682,educational,n2,cloudy,rural,video
5683,ordinary,n2,cloudy,urban,data
5684,government,n1,snowy,urban,data
5685,ordinary,n2,emergency,rural,data
5686,scientific,n1,rainy,rural,voice
5687,government,n4,foggy,rural,voice
5688,government,n5,rainy,rural,emergency
5689,educational,n5,sunny,rural,emergency
5690,educational,n3,foggy,semi-urban,emergency
5691,scientific,n1,foggy,semi-urban,video
5692,ordinary,n3,foggy,rural,data
5693,government,n1,rainy,semi-urban,voice
5694,emergency,n1,sunny,urban,video
5695,scientific,n2,cloudy,urban,voice
5696,educational,n2,snowy,semi-urban,emergency
5697,scientific,n1,foggy,urban,emergency
5698,educational,n5,sunny,rural,emergency
5699,scientific,n4,cloudy,rural,video
5700,scientific,n2,foggy,rural,video
5701,scientific,n5,emergency,rural,data
5702,emergency,n2,foggy,urban,data
5703,educational,n5,cloudy,rural,video
5704,emergency,n4,emergency,semi-urban,voice
5705,ordinary,n1,cloudy,semi-urban,voice
5706,ordinary,n2,cloudy,semi-urban,emergency
5707,emergency,n4,cloudy,urban,video
5708,emergency,n3,rainy,urban,emergency
5709,ordinary,n5,foggy,rural,emergency
5710,ordinary,n4,cloudy,rural,voice
5711,scientific,n1,rainy,rural,emergency
5712,emergency,n2,foggy,rural,data
5713,educational,n1,emergency,semi-urban,emergency
5714,emergency,n3,foggy,urban,data
5715,government,n1,rainy,rural,voice
5716,government,n4,snowy,urban,video
5717,government,n2,foggy,semi-urban,emergency
5718,ordinary,n2,snowy,semi-urban,data
5719,government,n5,sunny,rural,video
5720,emergency,n2,rainy,semi-urban,voice
5721,ordinary,n2,emergency,urban,video
5722,scientific,n5,emergency,urban,data
5723,government,n5,foggy,urban,voice
5724,ordinary,n3,foggy,urban,voice
5725,emergency,n3,emergency,semi-urban,emergency
5726,scientific,n1,emergency,rural,emergency
5727,emergency,n4,emergency,rural,emergency
5728,ordinary,n4,cloudy,rural,voice
5729,educational,n1,snowy,urban,emergency
5730,ordinary,n5,snowy,semi-urban,voice
5731,ordinary,n3,foggy,urban,voice
5732,emergency,n3,snowy,rural,data
5733,emergency,n3,sunny,semi-urban,voice
5734,emergency,n2,snowy,urban,video
5735,educational,n4,snowy,urban,emergency
5736,government,n4,emergency,urban,data
5737,emergency,n2,foggy,rural,voice
5738,educational,n3,emergency,rural,data
5739,emergency,n3,sunny,urban,video
5740,government,n5,foggy,urban,data
5741,government,n1,emergency,urban,video
5742,scientific,n5,foggy,semi-urban,voice
5743,scientific,n2,foggy,semi-urban,emergency
5744,ordinary,n3,emergency,semi-urban,data
5745,scientific,n2,emergency,urban,emergency
5746,emergency,n5,emergency,semi-urban,voice
5747,scientific,n4,emergency,urban,data
5748,government,n2,snowy,rural,video
5749,emergency,n3,emergency,rural,data
5750,scientific,n1,foggy,urban,video
5751,scientific,n1,rainy,urban,emergency
5752,educational,n4,sunny,urban,voice
5753,educational,n2,snowy,semi-urban,emergency
5754,scientific,n4,foggy,semi-urban,video
5755,educational,n1,foggy,urban,emergency
5756,educational,n2,cloudy,rural,video
5757,government,n3,sunny,urban,data
5758,emergency,n3,snowy,rural,emergency
5759,emergency,n4,emergency,rural,data
5760,ordinary,n2,sunny,semi-urban,voice
5761,educational,n5,rainy,rural,data
5762,scientific,n1,rainy,rural,video
5763,ordinary,n3,foggy,urban,data
5764,government,n3,foggy,rural,video
5765,educational,n1,foggy,semi-urban,voice
5766,ordinary,n3,foggy,urban,emergency
5767,educational,n4,foggy,rural,voice
5768,scientific,n2,rainy,semi-urban,video
5769,emergency,n5,sunny,rural,emergency
5770,ordinary,n1,rainy,semi-urban,voice
5771,government,n3,cloudy,urban,emergency
5772,government,n5,cloudy,rural,video
5773,ordinary,n3,emergency,urban,voice
5774,government,n5,emergency,semi-urban,video
5775,scientific,n1,snowy,urban,emergency
5776,government,n3,foggy,semi-urban,voice
5777,scientific,n3,snowy,urban,emergency
5778,educational,n1,rainy,urban,voice
5779,government,n5,foggy,semi-urban,data
5780,educational,n1,foggy,urban,video
5781,educational,n1,snowy,semi-urban,video
5782,ordinary,n3,rainy,semi-urban,voice
5783,scientific,n3,foggy,semi-urban,voice
5784,ordinary,n4,rainy,urban,voice
5785,emergency,n5,emergency,urban,voice
5786,emergency,n4,sunny,urban,voice
5787,emergency,n4,sunny,semi-urban,emergency
5788,government,n1,cloudy,semi-urban,video
5789,emergency,n5,snowy,urban,video
5790,government,n3,sunny,semi-urban,emergency
5791,scientific,n3,sunny,semi-urban,video
5792,ordinary,n5,foggy,semi-urban,voice
5793,ordinary,n5,rainy,rural,voice
5794,government,n5,cloudy,urban,emergency
5795,educational,n5,emergency,urban,emergency
5796,government,n3,foggy,urban,video
5797,government,n2,rainy,rural,data
5798,emergency,n2,emergency,urban,video
5799,government,n1,foggy,semi-urban,data
5800,government,n3,cloudy,urban,emergency
5801,ordinary,n1,foggy,urban,emergency
5802,government,n1,rainy,semi-urban,video
5803,scientific,n3,cloudy,urban,voice
5804,educational,n1,rainy,rural,video
5805,government,n3,sunny,rural,data
5806,ordinary,n3,snowy,rural,emergency
5807,government,n4,emergency,semi-urban,voice
5808,government,n2,sunny,urban,emergency
5809,emergency,n5,snowy,urban,data
5810,scientific,n3,snowy,rural,voice
5811,ordinary,n4,foggy,semi-urban,voice
5812,ordinary,n1,sunny,semi-urban,video
5813,ordinary,n3,rainy,urban,video
5814,government,n4,sunny,semi-urban,voice
5815,emergency,n4,snowy,semi-urban,data
5816,government,n5,rainy,urban,emergency
5817,ordinary,n2,foggy,urban,video
5818,educational,n5,sunny,semi-urban,emergency
5819,government,n4,rainy,urban,data
5820,emergency,n3,sunny,semi-urban,emergency
5821,ordinary,n1,sunny,semi-urban,video
5822,scientific,n1,snowy,semi-urban,voice
5823,emergency,n5,foggy,rural,video
5824,scientific,n1,snowy,rural,voice
5825,emergency,n4,rainy,urban,emergency
5826,scientific,n4,cloudy,semi-urban,video
5827,government,n1,emergency,urban,video
5828,scientific,n5,cloudy,rural,voice
5829,educational,n1,sunny,urban,emergency
5830,educational,n5,cloudy,urban,data
5831,emergency,n5,sunny,urban,emergency
5832,ordinary,n5,sunny,semi-urban,voice
5833,emergency,n5,emergency,semi-urban,voice
5834,emergency,n3,sunny,semi-urban,emergency
5835,government,n3,emergency,urban,emergency
5836,educational,n3,sunny,urban,emergency
5837,scientific,n4,cloudy,urban,emergency
5838,scientific,n2,emergency,rural,video
5839,scientific,n1,cloudy,urban,video
5840,government,n1,snowy,semi-urban,emergency
5841,government,n4,snowy,urban,video
5842,ordinary,n2,foggy,rural,voice
5843,government,n1,rainy,semi-urban,voice
5844,ordinary,n2,cloudy,rural,voice
5845,emergency,n1,foggy,semi-urban,emergency
5846,ordinary,n1,emergency,semi-urban,video
5847,emergency,n5,sunny,urban,voice
5848,educational,n1,snowy,urban,voice
5849,emergency,n2,emergency,urban,voice
5850,government,n1,snowy,semi-urban,video
5851,government,n5,cloudy,urban,voice
5852,government,n5,sunny,urban,data
5853,government,n4,foggy,urban,emergency
5854,ordinary,n3,emergency,rural,emergency
5855,scientific,n2,sunny,urban,video
5856,educational,n1,foggy,rural,data
5857,government,n3,sunny,semi-urban,emergency
5858,ordinary,n2,snowy,semi-urban,voice
5859,emergency,n5,emergency,semi-urban,data
5860,educational,n3,snowy,rural,voice
5861,scientific,n2,snowy,urban,video
5862,emergency,n2,snowy,urban,voice
5863,emergency,n4,snowy,urban,emergency
5864,government,n4,rainy,semi-urban,emergency
5865,ordinary,n5,sunny,rural,emergency
5866,educational,n3,cloudy,rural,video
5867,ordinary,n1,foggy,rural,emergency
5868,educational,n1,sunny,semi-urban,video
5869,educational,n2,snowy,semi-urban,emergency
5870,scientific,n1,emergency,rural,voice
5871,ordinary,n4,rainy,urban,voice
5872,emergency,n1,rainy,urban,emergency
5873,emergency,n1,sunny,rural,data
5874,educational,n2,emergency,rural,emergency
5875,ordinary,n1,rainy,rural,emergency
5876,educational,n1,cloudy,rural,data
5877,government,n4,emergency,urban,voice
5878,government,n3,cloudy,rural,video
5879,government,n1,sunny,urban,emergency
5880,scientific,n1,rainy,urban,video
5881,ordinary,n1,cloudy,rural,emergency
5882,government,n2,snowy,rural,emergency
5883,educational,n4,snowy,rural,data
5884,ordinary,n4,rainy,urban,emergency
5885,scientific,n2,snowy,semi-urban,video
5886,emergency,n4,snowy,rural,data
5887,educational,n5,cloudy,urban,video
5888,ordinary,n1,snowy,rural,video
5889,ordinary,n1,foggy,semi-urban,emergency
5890,scientific,n3,snowy,urban,voice
5891,scientific,n4,cloudy,urban,data
5892,scientific,n5,sunny,rural,emergency
5893,government,n5,rainy,semi-urban,data
5894,emergency,n1,foggy,urban,emergency
5895,educational,n2,cloudy,semi-urban,voice
5896,emergency,n5,cloudy,urban,video
5897,educational,n3,emergency,urban,voice
5898,emergency,n2,sunny,semi-urban,data
5899,scientific,n4,sunny,rural,data
5900,ordinary,n3,cloudy,urban,voice
5901,government,n5,emergency,semi-urban,video
5902,educational,n3,rainy,rural,voice
5903,ordinary,n2,emergency,rural,emergency
5904,ordinary,n3,snowy,semi-urban,data
5905,government,n1,sunny,urban,emergency
5906,government,n5,emergency,rural,voice
5907,ordinary,n3,cloudy,urban,emergency
5908,government,n4,foggy,semi-urban,voice
5909,government,n5,cloudy,rural,data
5910,ordinary,n5,cloudy,rural,video
5911,government,n1,emergency,semi-urban,emergency
5912,ordinary,n2,sunny,rural,video
5913,ordinary,n3,snowy,urban,data
5914,scientific,n5,emergency,urban,emergency
5915,emergency,n3,rainy,semi-urban,video
5916,government,n2,emergency,semi-urban,voice
5917,emergency,n3,foggy,urban,voice
5918,emergency,n3,rainy,rural,emergency
5919,emergency,n1,snowy,rural,voice
5920,government,n2,cloudy,semi-urban,voice
5921,emergency,n2,sunny,rural,voice
5922,educational,n1,snowy,urban,video
5923,ordinary,n2,rainy,urban,emergency
5924,educational,n3,emergency,rural,data
5925,government,n1,foggy,semi-urban,data
5926,government,n3,sunny,rural,voice
5927,ordinary,n1,foggy,semi-urban,emergency
5928,scientific,n2,rainy,semi-urban,voice
5929,government,n1,emergency,rural,video
5930,emergency,n5,snowy,urban,data
5931,emergency,n3,emergency,urban,video
5932,ordinary,n4,sunny,semi-urban,emergency
5933,ordinary,n4,emergency,semi-urban,emergency
5934,emergency,n2,snowy,urban,video
5935,scientific,n3,snowy,semi-urban,emergency
5936,emergency,n5,cloudy,rural,data
5937,educational,n3,snowy,semi-urban,data
5938,government,n2,foggy,rural,voice
5939,government,n2,foggy,semi-urban,emergency
5940,educational,n2,snowy,semi-urban,data
5941,emergency,n2,cloudy,semi-urban,video
5942,government,n4,snowy,rural,video
5943,scientific,n2,foggy,urban,voice
5944,emergency,n4,cloudy,rural,emergency
5945,ordinary,n2,emergency,rural,video
5946,government,n5,foggy,rural,emergency
5947,emergency,n5,sunny,rural,video
5948,government,n1,rainy,semi-urban,voice
5949,emergency,n3,sunny,semi-urban,voice
5950,government,n3,sunny,rural,data
5951,ordinary,n3,sunny,urban,data
5952,ordinary,n3,snowy,semi-urban,voice
5953,ordinary,n1,sunny,rural,video
5954,scientific,n2,cloudy,semi-urban,video
5955,scientific,n1,snowy,urban,voice
5956,educational,n4,cloudy,semi-urban,emergency
5957,educational,n3,snowy,urban,data
5958,educational,n3,cloudy,rural,voice
5959,emergency,n5,sunny,semi-urban,data
5960,government,n1,sunny,urban,video
5961,government,n5,cloudy,urban,voice
5962,government,n5,sunny,semi-urban,voice
5963,government,n1,emergency,semi-urban,emergency
5964,educational,n2,foggy,semi-urban,data
5965,ordinary,n4,emergency,semi-urban,voice
5966,government,n2,sunny,rural,data
5967,scientific,n5,rainy,semi-urban,video
5968,ordinary,n1,cloudy,rural,emergency
5969,government,n4,snowy,rural,video
5970,ordinary,n4,sunny,rural,voice
5971,government,n5,emergency,urban,voice
5972,educational,n3,foggy,rural,video
5973,ordinary,n1,rainy,rural,data
5974,educational,n4,snowy,rural,emergency
5975,scientific,n4,cloudy,urban,emergency
5976,ordinary,n3,rainy,urban,voice
5977,emergency,n2,cloudy,semi-urban,data
5978,educational,n1,cloudy,rural,voice
5979,scientific,n1,snowy,rural,video
5980,emergency,n4,sunny,rural,voice
5981,ordinary,n1,cloudy,semi-urban,emergency
5982,educational,n5,sunny,rural,video
5983,emergency,n2,sunny,rural,data
5984,educational,n3,foggy,rural,emergency
5985,government,n3,rainy,urban,emergency
5986,emergency,n3,rainy,rural,video
5987,emergency,n1,foggy,rural,emergency
5988,emergency,n3,emergency,urban,video
5989,educational,n3,cloudy,rural,voice
5990,emergency,n3,foggy,semi-urban,voice
5991,educational,n3,sunny,rural,emergency
5992,ordinary,n1,rainy,rural,voice
5993,educational,n5,snowy,urban,voice
5994,ordinary,n2,sunny,urban,emergency
5995,government,n4,snowy,semi-urban,data
5996,educational,n1,sunny,urban,voice
5997,emergency,n1,rainy,semi-urban,emergency
5998,government,n3,cloudy,urban,video
5999,scientific,n1,emergency,urban,emergency
6000,government,n2,emergency,semi-urban,video
6001,educational,n3,foggy,urban,voice
6002,government,n1,rainy,urban,emergency
6003,educational,n2,snowy,urban,emergency
6004,scientific,n5,sunny,rural,emergency
6005,ordinary,n1,cloudy,semi-urban,data
6006,educational,n4,emergency,semi-urban,video
6007,ordinary,n4,rainy,semi-urban,voice
6008,educational,n3,foggy,semi-urban,emergency
6009,government,n2,cloudy,urban,video
6010,educational,n5,snowy,urban,voice
6011,ordinary,n3,foggy,semi-urban,voice
6012,emergency,n1,sunny,urban,video
6013,ordinary,n5,sunny,rural,voice
6014,emergency,n2,cloudy,semi-urban,emergency
6015,educational,n1,sunny,semi-urban,emergency
6016,government,n5,foggy,semi-urban,video
6017,scientific,n2,sunny,rural,voice
6018,educational,n1,foggy,rural,data
6019,emergency,n2,cloudy,rural,data
6020,emergency,n3,sunny,rural,voice
6021,government,n3,sunny,semi-urban,emergency
6022,ordinary,n1,foggy,semi-urban,data
6023,government,n3,sunny,rural,voice
6024,emergency,n1,foggy,rural,data
6025,government,n4,emergency,urban,video
6026,scientific,n4,foggy,rural,voice
6027,government,n3,cloudy,rural,voice
6028,ordinary,n2,rainy,urban,data
6029,ordinary,n4,foggy,rural,voice
6030,scientific,n1,rainy,urban,emergency
6031,scientific,n1,rainy,semi-urban,voice
6032,ordinary,n4,snowy,semi-urban,video
6033,scientific,n1,emergency,rural,emergency
6034,educational,n2,sunny,urban,emergency
6035,government,n2,snowy,urban,data
6036,emergency,n1,rainy,urban,emergency
6037,emergency,n1,rainy,rural,voice
6038,government,n2,rainy,rural,voice
6039,ordinary,n2,foggy,semi-urban,video
6040,emergency,n4,foggy,semi-urban,voice
6041,ordinary,n1,sunny,rural,data
6042,scientific,n5,sunny,rural,voice
6043,scientific,n5,snowy,rural,voice
6044,scientific,n2,snowy,semi-urban,emergency
6045,ordinary,n3,cloudy,semi-urban,data
6046,educational,n5,snowy,semi-urban,emergency
6047,ordinary,n5,foggy,semi-urban,emergency
6048,educational,n5,cloudy,semi-urban,emergency
6049,government,n3,sunny,urban,emergency
6050,ordinary,n1,sunny,semi-urban,video
6051,scientific,n5,rainy,semi-urban,data
6052,ordinary,n3,snowy,rural,data
6053,emergency,n1,foggy,semi-urban,voice
6054,government,n4,rainy,urban,video
6055,scientific,n3,emergency,urban,emergency
6056,government,n2,emergency,urban,video
6057,scientific,n5,sunny,semi-urban,video
6058,scientific,n1,foggy,urban,data
6059,government,n1,foggy,rural,data
6060,educational,n3,emergency,semi-urban,video
6061,scientific,n1,sunny,urban,video
6062,emergency,n2,snowy,rural,emergency
6063,scientific,n1,rainy,rural,voice
6064,scientific,n3,foggy,urban,emergency
6065,government,n2,foggy,rural,emergency
6066,scientific,n2,sunny,semi-urban,data
6067,ordinary,n3,emergency,semi-urban,data
6068,ordinary,n3,rainy,rural,emergency
6069,scientific,n1,snowy,semi-urban,voice
6070,emergency,n1,rainy,urban,video
6071,ordinary,n1,cloudy,urban,video
6072,ordinary,n4,rainy,urban,emergency
6073,scientific,n5,cloudy,semi-urban,voice
6074,government,n5,foggy,urban,emergency
6075,scientific,n3,snowy,rural,video
6076,emergency,n4,rainy,rural,voice
6077,educational,n1,foggy,semi-urban,voice
6078,ordinary,n4,sunny,semi-urban,emergency
6079,emergency,n1,foggy,rural,video
6080,scientific,n5,foggy,urban,emergency
6081,educational,n2,foggy,rural,voice
6082,educational,n2,snowy,urban,data
6083,emergency,n5,emergency,rural,video
6084,government,n3,snowy,semi-urban,voice
6085,emergency,n4,rainy,urban,data
6086,educational,n5,rainy,semi-urban,data
6087,educational,n3,sunny,urban,video
6088,ordinary,n3,rainy,urban,emergency
6089,scientific,n4,emergency,semi-urban,voice
6090,educational,n1,emergency,urban,video
6091,educational,n2,emergency,rural,video
6092,educational,n3,rainy,rural,voice
6093,government,n2,emergency,semi-urban,emergency
6094,scientific,n1,foggy,semi-urban,data
6095,government,n1,sunny,urban,data
6096,ordinary,n2,snowy,semi-urban,emergency
6097,ordinary,n3,emergency,rural,emergency
6098,government,n2,snowy,rural,voice
6099,scientific,n4,snowy,urban,data
6100,ordinary,n5,emergency,urban,data
6101,scientific,n3,cloudy,urban,video
6102,educational,n2,rainy,rural,voice
6103,government,n5,foggy,semi-urban,voice
6104,government,n5,snowy,rural,data
6105,educational,n5,sunny,semi-urban,emergency
6106,government,n1,cloudy,semi-urban,data
6107,emergency,n5,rainy,semi-urban,emergency
6108,government,n3,rainy,urban,emergency
6109,ordinary,n1,sunny,urban,video
6110,ordinary,n3,emergency,semi-urban,data
6111,educational,n4,sunny,urban,video
6112,educational,n2,foggy,rural,emergency
6113,educational,n1,sunny,rural,voice
6114,emergency,n1,cloudy,urban,emergency
6115,emergency,n1,cloudy,rural,video
6116,government,n2,snowy,urban,emergency
6117,emergency,n3,sunny,urban,voice
6118,emergency,n5,cloudy,urban,video
6119,scientific,n3,foggy,urban,emergency
6120,government,n1,rainy,urban,emergency
6121,emergency,n4,cloudy,rural,data
6122,educational,n2,cloudy,semi-urban,data
6123,emergency,n3,foggy,rural,emergency
6124,emergency,n3,cloudy,rural,video
6125,educational,n4,rainy,rural,emergency
6126,government,n3,foggy,semi-urban,voice
6127,government,n5,rainy,rural,data
6128,ordinary,n3,foggy,semi-urban,voice
6129,scientific,n5,emergency,rural,video
6130,educational,n1,rainy,semi-urban,voice
